"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
80,"svmRadialSigma",0.0258313137956565,18.4635203340065,22.0854845100683,80,1,"full_before_split","split_separate"
81,"svmRadialSigma",0.000150910723846727,17.946719191252,21.1663715812694,81,1,"full_before_split","split_separate"
82,"svmRadialSigma",0.000137157714027552,18.067432466335,21.1867074615013,82,1,"full_before_split","split_separate"
83,"svmRadialSigma",0.00744543515187679,17.7549848363862,20.8010837111731,83,1,"full_before_split","split_separate"
84,"svmRadialSigma",0.00797750957317708,18.2653311446984,21.7667801388378,84,1,"full_before_split","split_separate"
85,"svmRadialSigma",0.00421855539548064,17.6887230747941,21.0903139880115,85,1,"full_before_split","split_separate"
86,"svmRadialSigma",0.0465463470412883,17.4920715513854,20.7541296333416,86,1,"full_before_split","split_separate"
87,"svmRadialSigma",0.0164113860049962,17.7224025559952,20.7522063245415,87,1,"full_before_split","split_separate"
88,"svmRadialSigma",1.54567551096008e-07,18.0795025167605,21.456733550908,88,1,"full_before_split","split_separate"
89,"svmRadialSigma",0.00163110628645625,18.4117832584591,21.6565029195686,89,1,"full_before_split","split_separate"
90,"svmRadialSigma",0.00754442952324689,17.6507092895412,20.7419409236264,90,1,"full_before_split","split_separate"
91,"svmRadialSigma",0.0163565103968503,17.9746899986862,21.1601902894612,91,1,"full_before_split","split_separate"
92,"svmRadialSigma",0.00528757375223374,17.4070314779787,20.4905387348211,92,1,"full_before_split","split_separate"
93,"svmRadialSigma",0.00134679993590278,18.3304617056506,21.5070539189851,93,1,"full_before_split","split_separate"
94,"svmRadialSigma",0.0140398462668206,17.5160359372932,20.9670958791215,94,1,"full_before_split","split_separate"
95,"svmRadialSigma",0.0089500794918474,17.8119863356935,20.6226753260193,95,1,"full_before_split","split_separate"
96,"svmRadialSigma",2.5723198034317e-05,17.7267825446415,20.9829643836884,96,1,"full_before_split","split_separate"
97,"svmRadialSigma",0.0222837912630685,18.1948232637939,21.3292642974764,97,1,"full_before_split","split_separate"
98,"svmRadialSigma",0.0064959315840409,17.9551572615238,21.1383868852511,98,1,"full_before_split","split_separate"
99,"svmRadialSigma",0.0104374793222503,17.7108913455073,20.8652555114766,99,1,"full_before_split","split_separate"
100,"svmRadialSigma",0.000423002188334759,18.4349520504802,21.5711446034469,100,1,"full_before_split","split_separate"
