Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
485,45,cubist,0.7409848348,8.455207121,,,,,,,,,,
3642,45,cubist,0.741023362,8.191800067,,,,,,,,,,
14,45,cubist,0.7410818329,7.640557803,,,,,,,,,,
1063,45,cubist,0.7411359833,8.339230105,,,,,,,,,,
3772,45,cubist,0.7412109469,8.032671151,,,,,,,,,,
3578,45,cubist,0.741226789,8.315079777,,,,,,,,,,
3448,45,cubist,0.7412552641,8.209553739,,,,,,,,,,
1657,45,cubist,0.7412556114,8.145925819,,,,,,,,,,
2610,45,cubist,0.741262095,8.037445305,,,,,,,,,,
2059,45,cubist,0.741318052,8.31144316,,,,,,,,,,
3865,45,cubist,0.7413964862,7.41968809,,,,,,,,,,
2713,45,cubist,0.7413982858,8.077994834,,,,,,,,,,
3945,45,cubist,0.7414031336,8.174255067,,,,,,,,,,
1398,45,cubist,0.7414128224,8.216564354,,,,,,,,,,
1479,45,cubist,0.7414352351,7.927970893,,,,,,,,,,
3357,45,cubist,0.7414369527,7.918204585,,,,,,,,,,
3887,45,cubist,0.7415849333,8.373440485,,,,,,,,,,
1882,45,cubist,0.7416047005,8.56982986,,,,,,,,,,
3811,45,cubist,0.7416094588,8.162411,,,,,,,,,,
3983,45,cubist,0.7416247094,8.572058015,,,,,,,,,,
2228,45,cubist,0.7416275267,7.808211398,,,,,,,,,,
894,45,cubist,0.7416376063,7.724150901,,,,,,,,,,
3856,45,cubist,0.7416389478,8.24215987,,,,,,,,,,
2403,45,cubist,0.7416603993,8.214574983,,,,,,,,,,
1807,45,cubist,0.7416651079,8.230236087,,,,,,,,,,
3587,45,cubist,0.7417631861,8.243233687,,,,,,,,,,
2840,45,cubist,0.7418460509,7.50020368,,,,,,,,,,
93,45,cubist,0.7419276614,8.052473697,,,,,,,,,,
405,45,cubist,0.7419643087,8.361496966,,,,,,,,,,
1278,45,cubist,0.7419778754,8.082899527,,,,,,,,,,
3529,45,cubist,0.7419848404,8.279183635,,,,,,,,,,
2825,45,cubist,0.7419923321,8.059813885,,,,,,,,,,
2111,45,cubist,0.7420199819,8.36068919,,,,,,,,,,
3059,45,cubist,0.7420245327,7.997205897,,,,,,,,,,
1414,45,cubist,0.7420342134,7.908999545,,,,,,,,,,
16,45,cubist,0.7420484867,7.801075814,,,,,,,,,,
1764,45,cubist,0.7420682184,8.051897353,,,,,,,,,,
1030,45,cubist,0.7420803355,8.44499981,,,,,,,,,,
2506,45,cubist,0.7421089874,8.186144065,,,,,,,,,,
1105,45,cubist,0.74213462,8.225341614,,,,,,,,,,
3857,45,cubist,0.7421505567,8.601934834,,,,,,,,,,
2041,45,cubist,0.7422174296,8.121128157,,,,,,,,,,
750,45,cubist,0.7422214436,7.988377152,,,,,,,,,,
544,45,cubist,0.742246967,8.021167755,,,,,,,,,,
1776,45,cubist,0.7422965396,7.775247577,,,,,,,,,,
1946,45,cubist,0.7423463305,8.245700011,,,,,,,,,,
521,45,cubist,0.7423882012,8.224997974,,,,,,,,,,
3244,45,cubist,0.7424165037,8.004324108,,,,,,,,,,
2161,45,cubist,0.7424328582,7.951427602,,,,,,,,,,
3588,45,cubist,0.7424371784,8.110772816,,,,,,,,,,
2165,45,cubist,0.7424458287,8.266211205,,,,,,,,,,
3155,45,cubist,0.7424578331,8.249322668,,,,,,,,,,
1773,45,cubist,0.7424684218,8.233783194,,,,,,,,,,
1133,45,cubist,0.742473029,7.867016657,,,,,,,,,,
1672,45,cubist,0.7424818345,8.071732244,,,,,,,,,,
3977,45,cubist,0.7426220599,7.790386704,,,,,,,,,,
3596,45,cubist,0.742663485,8.016889038,,,,,,,,,,
1508,45,cubist,0.7426982208,8.239907792,,,,,,,,,,
2132,45,cubist,0.7427003161,7.811247122,,,,,,,,,,
1918,45,cubist,0.7427546677,8.089275015,,,,,,,,,,
1180,45,cubist,0.7429132643,8.023109132,,,,,,,,,,
3674,45,cubist,0.7429529585,7.793752528,,,,,,,,,,
1496,45,cubist,0.742975198,8.014392224,,,,,,,,,,
2341,45,cubist,0.7429919535,8.029351491,,,,,,,,,,
1268,45,cubist,0.7430058273,8.484659513,,,,,,,,,,
238,45,cubist,0.7430511621,8.061453867,,,,,,,,,,
530,45,cubist,0.7430712157,7.865165088,,,,,,,,,,
3946,45,cubist,0.7430759061,8.32768399,,,,,,,,,,
370,45,cubist,0.7431486526,8.324106798,,,,,,,,,,
2021,45,cubist,0.7431531312,8.442381717,,,,,,,,,,
1515,45,cubist,0.7431627663,8.410113703,,,,,,,,,,
1514,45,cubist,0.743175215,8.275148777,,,,,,,,,,
2677,45,cubist,0.7431920151,8.122626846,,,,,,,,,,
3819,45,cubist,0.7431938224,7.836026638,,,,,,,,,,
1972,45,cubist,0.7432290926,7.750154989,,,,,,,,,,
1659,45,cubist,0.7432469966,7.96777036,,,,,,,,,,
1656,45,cubist,0.7432576486,8.305972505,,,,,,,,,,
3723,45,cubist,0.7433004982,8.041580667,,,,,,,,,,
1119,45,cubist,0.7433448481,8.345453019,,,,,,,,,,
3714,45,cubist,0.7433477338,7.84471938,,,,,,,,,,
870,45,cubist,0.743414766,8.328556061,,,,,,,,,,
526,45,cubist,0.7435003829,8.516597437,,,,,,,,,,
1190,45,cubist,0.7435031295,7.921517575,,,,,,,,,,
1568,45,cubist,0.7435252145,8.016631104,,,,,,,,,,
1061,45,cubist,0.7435509504,8.506264348,,,,,,,,,,
2954,45,cubist,0.7435591056,7.834013587,,,,,,,,,,
603,45,cubist,0.7435712447,7.973074575,,,,,,,,,,
3665,45,cubist,0.743576257,7.914803664,,,,,,,,,,
3792,45,cubist,0.7435967286,8.203912214,,,,,,,,,,
2478,45,cubist,0.7436072745,7.934813554,,,,,,,,,,
2848,45,cubist,0.7436083485,8.206408264,,,,,,,,,,
598,45,cubist,0.7436465703,8.280065902,,,,,,,,,,
1660,45,cubist,0.7436631389,7.76497522,,,,,,,,,,
2510,45,cubist,0.743667114,8.693731152,,,,,,,,,,
1804,45,cubist,0.7436757912,7.802860368,,,,,,,,,,
2563,45,cubist,0.7437393909,7.886843161,,,,,,,,,,
957,45,cubist,0.7437541854,8.294173349,,,,,,,,,,
366,45,cubist,0.7437688607,7.832532024,,,,,,,,,,
2544,45,cubist,0.7438254513,8.139639137,,,,,,,,,,
3697,45,cubist,0.7438940061,8.263145474,,,,,,,,,,
2855,45,cubist,0.7439088494,8.155682726,,,,,,,,,,
1608,45,cubist,0.7439105415,8.038638954,,,,,,,,,,
2356,45,cubist,0.7439372454,7.979975139,,,,,,,,,,
725,45,cubist,0.7439416263,8.395624979,,,,,,,,,,
2769,45,cubist,0.7439661276,7.557521651,,,,,,,,,,
179,45,cubist,0.7439741612,8.162809981,,,,,,,,,,
1649,45,cubist,0.7439840966,7.982835621,,,,,,,,,,
2533,45,cubist,0.7439872715,8.0993384,,,,,,,,,,
892,45,cubist,0.7440014353,7.798268223,,,,,,,,,,
1425,45,cubist,0.7440537325,7.816772102,,,,,,,,,,
2904,45,cubist,0.7440585193,8.041445597,,,,,,,,,,
3742,45,cubist,0.7441047129,7.879258934,,,,,,,,,,
3879,45,cubist,0.7441239914,8.212021632,,,,,,,,,,
2190,45,cubist,0.7441594948,8.194093819,,,,,,,,,,
2451,45,cubist,0.7441667022,8.316640769,,,,,,,,,,
1343,45,cubist,0.7442189869,7.79067841,,,,,,,,,,
3389,45,cubist,0.7442872198,8.22933797,,,,,,,,,,
1117,45,cubist,0.7443477858,8.240644394,,,,,,,,,,
320,45,cubist,0.7443564442,8.053802869,,,,,,,,,,
1560,45,cubist,0.7444329361,8.125079568,,,,,,,,,,
1048,45,cubist,0.7444754266,8.479050724,,,,,,,,,,
1080,45,cubist,0.7444761953,8.121261428,,,,,,,,,,
3696,45,cubist,0.7444862016,7.828548915,,,,,,,,,,
3868,45,cubist,0.7445166919,7.737687916,,,,,,,,,,
3603,45,cubist,0.7445543214,7.895197415,,,,,,,,,,
3406,45,cubist,0.7445631256,7.992213121,,,,,,,,,,
1146,45,cubist,0.7445691505,8.323584273,,,,,,,,,,
2895,45,cubist,0.7445818185,8.134827316,,,,,,,,,,
287,45,cubist,0.7446312882,8.109520777,,,,,,,,,,
3915,45,cubist,0.744791407,8.205510363,,,,,,,,,,
3765,45,cubist,0.7448382235,8.080334643,,,,,,,,,,
2790,45,cubist,0.7448546091,7.995561045,,,,,,,,,,
3331,45,cubist,0.7448906153,8.296985917,,,,,,,,,,
3515,45,cubist,0.7449049302,8.644102793,,,,,,,,,,
17,45,cubist,0.7449053676,8.098318039,,,,,,,,,,
971,45,cubist,0.74498325,8.207609819,,,,,,,,,,
3797,45,cubist,0.7450106142,8.361962995,,,,,,,,,,
2920,45,cubist,0.7450739227,8.272517563,,,,,,,,,,
796,45,cubist,0.7450795391,8.19160991,,,,,,,,,,
2739,45,cubist,0.7450967215,8.335595307,,,,,,,,,,
3666,45,cubist,0.7451050309,7.805137824,,,,,,,,,,
1304,45,cubist,0.7451109489,7.864988591,,,,,,,,,,
2902,45,cubist,0.7451438416,8.275231186,,,,,,,,,,
151,45,cubist,0.7452154556,8.476067655,,,,,,,,,,
2062,45,cubist,0.745237994,8.412830299,,,,,,,,,,
2103,45,cubist,0.7452418895,8.190392487,,,,,,,,,,
1017,45,cubist,0.7452621848,8.767147078,,,,,,,,,,
2402,45,cubist,0.7453217507,8.039421399,,,,,,,,,,
2435,45,cubist,0.7453308064,8.046961656,,,,,,,,,,
2795,45,cubist,0.7453802013,8.475617661,,,,,,,,,,
864,45,cubist,0.7454648131,8.376354461,,,,,,,,,,
2909,45,cubist,0.7454715806,8.105286361,,,,,,,,,,
468,45,cubist,0.7455897209,8.234215486,,,,,,,,,,
2534,45,cubist,0.7456963894,8.467062281,,,,,,,,,,
1182,45,cubist,0.7456988841,8.170596143,,,,,,,,,,
861,45,cubist,0.7457108786,7.884856731,,,,,,,,,,
3624,45,cubist,0.7457596029,7.814648736,,,,,,,,,,
584,45,cubist,0.745767477,8.239236588,,,,,,,,,,
2715,45,cubist,0.7458126906,8.113572959,,,,,,,,,,
1739,45,cubist,0.7458141707,8.119640864,,,,,,,,,,
3746,45,cubist,0.7458483507,8.295409615,,,,,,,,,,
3779,45,cubist,0.7459075127,7.713480787,,,,,,,,,,
2856,45,cubist,0.7459425902,8.165294695,,,,,,,,,,
2410,45,cubist,0.7459548258,8.048887747,,,,,,,,,,
3072,45,cubist,0.7459721979,8.282971402,,,,,,,,,,
1177,45,cubist,0.7459743938,7.796270019,,,,,,,,,,
722,45,cubist,0.7460123062,7.294677356,,,,,,,,,,
2485,45,cubist,0.7460668597,8.473219763,,,,,,,,,,
2706,45,cubist,0.7460804848,8.223893213,,,,,,,,,,
1405,45,cubist,0.7460891327,8.279162921,,,,,,,,,,
502,45,cubist,0.746134109,8.277658388,,,,,,,,,,
2894,45,cubist,0.7461419164,8.25449537,,,,,,,,,,
1887,45,cubist,0.7461467138,7.683995145,,,,,,,,,,
1694,45,cubist,0.7461606693,8.044348324,,,,,,,,,,
1889,45,cubist,0.7461888779,8.119782664,,,,,,,,,,
1988,45,cubist,0.7462013522,8.061594388,,,,,,,,,,
1376,45,cubist,0.7462537608,8.408401638,,,,,,,,,,
2299,45,cubist,0.7463251724,8.252330249,,,,,,,,,,
2615,45,cubist,0.7463562476,7.772818687,,,,,,,,,,
3041,45,cubist,0.7464403967,7.533196957,,,,,,,,,,
3303,45,cubist,0.7464873326,7.675785606,,,,,,,,,,
3044,45,cubist,0.7464882512,8.465533674,,,,,,,,,,
2458,45,cubist,0.7465074294,8.199673301,,,,,,,,,,
3043,45,cubist,0.7465211811,7.800983957,,,,,,,,,,
1426,45,cubist,0.7465458059,7.701031137,,,,,,,,,,
2203,45,cubist,0.7465900771,8.261698243,,,,,,,,,,
3444,45,cubist,0.7465940863,8.125233853,,,,,,,,,,
2427,45,cubist,0.746607167,8.385612018,,,,,,,,,,
3730,45,cubist,0.7467189763,8.367962922,,,,,,,,,,
223,45,cubist,0.7467240321,8.161515926,,,,,,,,,,
2700,45,cubist,0.7467644702,7.868871675,,,,,,,,,,
336,45,cubist,0.7467694998,8.626648413,,,,,,,,,,
923,45,cubist,0.7467841002,8.216203419,,,,,,,,,,
3301,45,cubist,0.7469134403,8.084628734,,,,,,,,,,
3855,45,cubist,0.74692655,8.701457571,,,,,,,,,,
1365,45,cubist,0.7469314557,7.561601098,,,,,,,,,,
2791,45,cubist,0.7469363832,7.763713837,,,,,,,,,,
1163,45,cubist,0.746967392,8.035558288,,,,,,,,,,
1248,45,cubist,0.7469951116,8.178779832,,,,,,,,,,
3171,45,cubist,0.7469972005,8.376070151,,,,,,,,,,
272,45,cubist,0.7470153012,7.811094176,,,,,,,,,,
654,45,cubist,0.7470241793,8.179787974,,,,,,,,,,
3892,45,cubist,0.7470258146,7.932710817,,,,,,,,,,
190,45,cubist,0.7470280777,7.826233235,,,,,,,,,,
2082,45,cubist,0.7470324474,8.785768391,,,,,,,,,,
3606,45,cubist,0.7470364652,7.989613026,,,,,,,,,,
3690,45,cubist,0.7470496634,8.030706318,,,,,,,,,,
3858,45,cubist,0.7470686062,7.890655091,,,,,,,,,,
387,45,cubist,0.7470771352,8.181306531,,,,,,,,,,
1674,45,cubist,0.7471088824,8.289881152,,,,,,,,,,
2400,45,cubist,0.7471295132,8.112227308,,,,,,,,,,
1102,45,cubist,0.7471405294,8.27814508,,,,,,,,,,
3630,45,cubist,0.7471569876,7.965767522,,,,,,,,,,
2988,45,cubist,0.7471906976,7.908351925,,,,,,,,,,
1979,45,cubist,0.7472410751,7.256491742,,,,,,,,,,
112,45,cubist,0.7472460433,7.337616609,,,,,,,,,,
537,45,cubist,0.7472467812,8.346167903,,,,,,,,,,
949,45,cubist,0.7472512676,8.254101934,,,,,,,,,,
303,45,cubist,0.7472516009,8.258055856,,,,,,,,,,
2690,45,cubist,0.7472529878,7.689614303,,,,,,,,,,
3672,45,cubist,0.7472721964,8.02258131,,,,,,,,,,
1925,45,cubist,0.7472838543,8.126245803,,,,,,,,,,
973,45,cubist,0.7472878373,7.253870957,,,,,,,,,,
1834,45,cubist,0.7473127218,7.804015701,,,,,,,,,,
3208,45,cubist,0.7473711919,8.555731807,,,,,,,,,,
3562,45,cubist,0.747375644,8.270606677,,,,,,,,,,
1069,45,cubist,0.7474070429,8.284734719,,,,,,,,,,
2383,45,cubist,0.7474122057,8.164196441,,,,,,,,,,
1629,45,cubist,0.7474303552,8.166057965,,,,,,,,,,
1750,45,cubist,0.7474471793,7.278996907,,,,,,,,,,
1963,45,cubist,0.7474502492,7.6589746,,,,,,,,,,
651,45,cubist,0.7474565056,7.998857167,,,,,,,,,,
219,45,cubist,0.7475431796,7.952698545,,,,,,,,,,
1792,45,cubist,0.7475734761,7.948782468,,,,,,,,,,
872,45,cubist,0.7476160614,8.351809062,,,,,,,,,,
3465,45,cubist,0.7476431246,8.036552456,,,,,,,,,,
619,45,cubist,0.7476511311,8.115793955,,,,,,,,,,
381,45,cubist,0.7476571958,8.303544626,,,,,,,,,,
2045,45,cubist,0.7476878661,7.764114907,,,,,,,,,,
2612,45,cubist,0.7476939547,8.170361847,,,,,,,,,,
1387,45,cubist,0.7477038873,7.804504618,,,,,,,,,,
2557,45,cubist,0.7477078635,8.090287388,,,,,,,,,,
169,45,cubist,0.7478019029,8.421863908,,,,,,,,,,
3379,45,cubist,0.7478707934,7.873354634,,,,,,,,,,
944,45,cubist,0.7479195725,8.407453703,,,,,,,,,,
847,45,cubist,0.7479249983,8.322603848,,,,,,,,,,
1667,45,cubist,0.7479350036,7.666231818,,,,,,,,,,
3341,45,cubist,0.7479743321,8.234365822,,,,,,,,,,
249,45,cubist,0.7479885004,7.282230289,,,,,,,,,,
1785,45,cubist,0.7480033024,8.061150923,,,,,,,,,,
3711,45,cubist,0.7480356327,8.229353398,,,,,,,,,,
1983,45,cubist,0.7480740217,7.956902085,,,,,,,,,,
3162,45,cubist,0.7480857701,8.004028787,,,,,,,,,,
3591,45,cubist,0.7480973175,7.758628209,,,,,,,,,,
3443,45,cubist,0.7482508162,8.331814543,,,,,,,,,,
550,45,cubist,0.7482906334,7.916776566,,,,,,,,,,
466,45,cubist,0.7483361025,8.434681291,,,,,,,,,,
1813,45,cubist,0.7483393201,7.965318917,,,,,,,,,,
1378,45,cubist,0.7483457956,8.151960143,,,,,,,,,,
3544,45,cubist,0.7483765744,7.483153458,,,,,,,,,,
2747,45,cubist,0.7483889126,8.247951338,,,,,,,,,,
1488,45,cubist,0.7484051659,8.147303236,,,,,,,,,,
734,45,cubist,0.7484710667,7.628389778,,,,,,,,,,
575,45,cubist,0.7484757102,8.679871864,,,,,,,,,,
2572,45,cubist,0.7484844222,8.171602236,,,,,,,,,,
1613,45,cubist,0.7484892534,7.640835397,,,,,,,,,,
3834,45,cubist,0.7485192739,8.018523764,,,,,,,,,,
1899,45,cubist,0.7485456595,8.060350743,,,,,,,,,,
2144,45,cubist,0.7485985893,8.266127228,,,,,,,,,,
717,45,cubist,0.7486176072,8.321074553,,,,,,,,,,
3501,45,cubist,0.7486593331,7.886079281,,,,,,,,,,
1747,45,cubist,0.748755917,8.04024483,,,,,,,,,,
446,45,cubist,0.7488115796,7.576441657,,,,,,,,,,
2275,45,cubist,0.748869229,8.459960288,,,,,,,,,,
407,45,cubist,0.748930825,7.706196142,,,,,,,,,,
1032,45,cubist,0.748992094,7.41287993,,,,,,,,,,
3511,45,cubist,0.7490024065,8.470252186,,,,,,,,,,
355,45,cubist,0.7490115023,8.145067472,,,,,,,,,,
1839,45,cubist,0.7490183283,8.718785266,,,,,,,,,,
3926,45,cubist,0.7490969833,8.322362934,,,,,,,,,,
2006,45,cubist,0.7491129099,7.805352806,,,,,,,,,,
3985,45,cubist,0.7491294788,7.81112123,,,,,,,,,,
1265,45,cubist,0.7491502977,7.972349343,,,,,,,,,,
3675,45,cubist,0.7491752465,8.324849555,,,,,,,,,,
2964,45,cubist,0.7491918574,8.373884587,,,,,,,,,,
2140,45,cubist,0.7492168996,8.205155765,,,,,,,,,,
3910,45,cubist,0.7492462956,8.198621865,,,,,,,,,,
2865,45,cubist,0.7493923799,7.86436131,,,,,,,,,,
2388,45,cubist,0.7493965576,8.366412088,,,,,,,,,,
2731,45,cubist,0.74942193,8.202583083,,,,,,,,,,
296,45,cubist,0.7494458612,7.973096462,,,,,,,,,,
2680,45,cubist,0.749517765,8.054485193,,,,,,,,,,
623,45,cubist,0.7495239364,7.414477531,,,,,,,,,,
3393,45,cubist,0.7495413295,8.358607421,,,,,,,,,,
3025,45,cubist,0.7495527834,8.0173695,,,,,,,,,,
693,45,cubist,0.749561919,8.223527286,,,,,,,,,,
3921,45,cubist,0.7495837813,8.251086029,,,,,,,,,,
3764,45,cubist,0.7495873768,7.767976774,,,,,,,,,,
2540,45,cubist,0.7496358886,8.023408991,,,,,,,,,,
160,45,cubist,0.74964575,8.039773704,,,,,,,,,,
539,45,cubist,0.7496836273,8.173492195,,,,,,,,,,
3449,45,cubist,0.749702219,8.424898107,,,,,,,,,,
3594,45,cubist,0.7497405285,7.931091694,,,,,,,,,,
549,45,cubist,0.7497419751,7.874958251,,,,,,,,,,
141,45,cubist,0.7497656897,7.855064047,,,,,,,,,,
1749,45,cubist,0.7497901372,7.835583646,,,,,,,,,,
2398,45,cubist,0.7498036733,7.89337679,,,,,,,,,,
3238,45,cubist,0.7498090978,8.269414408,,,,,,,,,,
144,45,cubist,0.749825981,8.270958924,,,,,,,,,,
3431,45,cubist,0.7498504967,8.040910802,,,,,,,,,,
3012,45,cubist,0.749865372,8.136670234,,,,,,,,,,
2108,45,cubist,0.7499103552,8.250525853,,,,,,,,,,
2133,45,cubist,0.749924049,7.72194303,,,,,,,,,,
464,45,cubist,0.7499281647,8.342774026,,,,,,,,,,
713,45,cubist,0.7499956241,7.978149935,,,,,,,,,,
3373,45,cubist,0.7499976887,8.296795088,,,,,,,,,,
2135,45,cubist,0.7500093672,7.947044197,,,,,,,,,,
3063,45,cubist,0.7500245932,7.720499837,,,,,,,,,,
3397,45,cubist,0.7500790808,7.925850517,,,,,,,,,,
3257,45,cubist,0.7500925365,8.425106955,,,,,,,,,,
2616,45,cubist,0.7501024794,8.340351592,,,,,,,,,,
1772,45,cubist,0.7501644108,7.77021799,,,,,,,,,,
3030,45,cubist,0.7502008243,7.911533065,,,,,,,,,,
3698,45,cubist,0.7502232497,8.339937447,,,,,,,,,,
3844,45,cubist,0.7502353552,8.426272122,,,,,,,,,,
1945,45,cubist,0.7502409332,8.029919888,,,,,,,,,,
170,45,cubist,0.7502747179,8.633191332,,,,,,,,,,
473,45,cubist,0.7503273512,8.188766588,,,,,,,,,,
3135,45,cubist,0.7503948545,8.077960589,,,,,,,,,,
1192,45,cubist,0.7503958857,8.18334271,,,,,,,,,,
448,45,cubist,0.7504394895,8.060448887,,,,,,,,,,
2116,45,cubist,0.7504446812,7.817183096,,,,,,,,,,
2017,45,cubist,0.7504454223,7.820239243,,,,,,,,,,
816,45,cubist,0.7504658822,8.090810154,,,,,,,,,,
737,45,cubist,0.7505588005,7.91358987,,,,,,,,,,
462,45,cubist,0.7506024101,7.704026571,,,,,,,,,,
55,45,cubist,0.7506188439,8.048185166,,,,,,,,,,
2154,45,cubist,0.7506333188,8.456039922,,,,,,,,,,
1823,45,cubist,0.7506525828,8.665671538,,,,,,,,,,
2293,45,cubist,0.7507807136,8.556938827,,,,,,,,,,
1935,45,cubist,0.7507828177,7.78130674,,,,,,,,,,
1239,45,cubist,0.7508098215,7.934674358,,,,,,,,,,
2332,45,cubist,0.7508156939,7.89877159,,,,,,,,,,
2925,45,cubist,0.7508563441,8.031116929,,,,,,,,,,
297,45,cubist,0.7509396328,7.889244147,,,,,,,,,,
1879,45,cubist,0.7509457852,7.729810979,,,,,,,,,,
3766,45,cubist,0.7509474098,8.473840436,,,,,,,,,,
2776,45,cubist,0.7509489287,8.147537211,,,,,,,,,,
3930,45,cubist,0.7509667933,8.053172,,,,,,,,,,
419,45,cubist,0.7510027821,8.094659239,,,,,,,,,,
3285,45,cubist,0.7510192274,7.981470297,,,,,,,,,,
2292,45,cubist,0.7510239186,8.032871618,,,,,,,,,,
241,45,cubist,0.7510379343,7.727368267,,,,,,,,,,
1354,45,cubist,0.7510569886,7.556443931,,,,,,,,,,
1591,45,cubist,0.7511322404,8.610819032,,,,,,,,,,
1050,45,cubist,0.7511399369,7.72671153,,,,,,,,,,
1397,45,cubist,0.7512235914,7.786648879,,,,,,,,,,
991,45,cubist,0.7512385231,8.46972316,,,,,,,,,,
688,45,cubist,0.7512526277,7.96475311,,,,,,,,,,
201,45,cubist,0.7512541879,8.078984504,,,,,,,,,,
1675,45,cubist,0.751274797,8.189167199,,,,,,,,,,
1173,45,cubist,0.7513156534,7.930661617,,,,,,,,,,
2977,45,cubist,0.751352239,7.909619947,,,,,,,,,,
658,45,cubist,0.7513607245,7.680798064,,,,,,,,,,
1060,45,cubist,0.7513868993,7.51492293,,,,,,,,,,
253,45,cubist,0.7513991481,7.841469109,,,,,,,,,,
508,45,cubist,0.751418862,7.306067609,,,,,,,,,,
812,45,cubist,0.7514475995,8.470847522,,,,,,,,,,
1094,45,cubist,0.7514851877,8.557806461,,,,,,,,,,
323,45,cubist,0.7514863167,8.135052897,,,,,,,,,,
1034,45,cubist,0.7514963873,7.65615514,,,,,,,,,,
1422,45,cubist,0.7515963015,8.189570792,,,,,,,,,,
988,45,cubist,0.7516045777,8.072937803,,,,,,,,,,
3494,45,cubist,0.7516407336,8.162692577,,,,,,,,,,
1511,45,cubist,0.7518047559,8.190499583,,,,,,,,,,
2681,45,cubist,0.7518200565,8.121591406,,,,,,,,,,
1532,45,cubist,0.7518373024,8.151432004,,,,,,,,,,
946,45,cubist,0.7518375651,8.191465466,,,,,,,,,,
1103,45,cubist,0.7518384442,7.857094027,,,,,,,,,,
3141,45,cubist,0.7518591637,7.920764565,,,,,,,,,,
2841,45,cubist,0.7518866129,7.932206796,,,,,,,,,,
61,45,cubist,0.7518955077,7.973088237,,,,,,,,,,
3139,45,cubist,0.7519485303,8.223468551,,,,,,,,,,
3234,45,cubist,0.7519619312,8.042587172,,,,,,,,,,
2712,45,cubist,0.7519746855,8.098636654,,,,,,,,,,
855,45,cubist,0.7519832319,8.223023455,,,,,,,,,,
2480,45,cubist,0.7520110847,7.498373072,,,,,,,,,,
2527,45,cubist,0.7520135396,8.151201082,,,,,,,,,,
1196,45,cubist,0.7520157383,7.978374725,,,,,,,,,,
482,45,cubist,0.7520381058,8.184846526,,,,,,,,,,
1633,45,cubist,0.7520426485,8.166103972,,,,,,,,,,
1517,45,cubist,0.75206749,8.24301811,,,,,,,,,,
2353,45,cubist,0.7521271948,8.066910595,,,,,,,,,,
1307,45,cubist,0.7521331217,7.811987539,,,,,,,,,,
2339,45,cubist,0.75214448,8.181603418,,,,,,,,,,
270,45,cubist,0.7521738997,8.015914132,,,,,,,,,,
2820,45,cubist,0.7521912222,8.173794219,,,,,,,,,,
13,45,cubist,0.7521999824,8.018229606,,,,,,,,,,
2459,45,cubist,0.7522177255,7.683994679,,,,,,,,,,
273,45,cubist,0.7522346875,7.940328977,,,,,,,,,,
424,45,cubist,0.7522565991,8.049275872,,,,,,,,,,
1868,45,cubist,0.7524002246,7.749144987,,,,,,,,,,
3662,45,cubist,0.7524151917,7.812154689,,,,,,,,,,
3561,45,cubist,0.7524380509,7.820073249,,,,,,,,,,
3306,45,cubist,0.7524397122,8.418088825,,,,,,,,,,
1294,45,cubist,0.7524635729,8.21691971,,,,,,,,,,
1383,45,cubist,0.7524732403,8.116323762,,,,,,,,,,
2580,45,cubist,0.7524785235,8.44678011,,,,,,,,,,
2,45,cubist,0.7524876956,8.487669701,,,,,,,,,,
1079,45,cubist,0.7524969868,7.938064541,,,,,,,,,,
2382,45,cubist,0.7525811478,8.194102822,,,,,,,,,,
1855,45,cubist,0.7526116509,8.174031089,,,,,,,,,,
2196,45,cubist,0.7526135477,8.284562016,,,,,,,,,,
368,45,cubist,0.7526187889,8.363181743,,,,,,,,,,
2963,45,cubist,0.7526389232,8.043179072,,,,,,,,,,
3224,45,cubist,0.7526449058,8.2280108,,,,,,,,,,
3271,45,cubist,0.7526502071,7.94063514,,,,,,,,,,
891,45,cubist,0.7526718909,8.192742125,,,,,,,,,,
3381,45,cubist,0.7526775336,7.475818675,,,,,,,,,,
2579,45,cubist,0.7527311358,7.451811993,,,,,,,,,,
2069,45,cubist,0.7527817799,8.139085695,,,,,,,,,,
102,45,cubist,0.7528236062,8.243109994,,,,,,,,,,
2452,45,cubist,0.7528395647,8.274376423,,,,,,,,,,
3128,45,cubist,0.7528454898,7.425117019,,,,,,,,,,
3717,45,cubist,0.7528766224,7.773854438,,,,,,,,,,
121,45,cubist,0.7529095964,7.81314979,,,,,,,,,,
2174,45,cubist,0.7529186219,8.297494449,,,,,,,,,,
2891,45,cubist,0.7529440284,8.369314715,,,,,,,,,,
3013,45,cubist,0.752979132,8.119710814,,,,,,,,,,
1078,45,cubist,0.7529974239,7.89140777,,,,,,,,,,
1900,45,cubist,0.753023854,7.770803512,,,,,,,,,,
2263,45,cubist,0.7530339098,7.94845696,,,,,,,,,,
3957,45,cubist,0.7530624287,7.615183783,,,,,,,,,,
2817,45,cubist,0.7530899743,8.011997903,,,,,,,,,,
351,45,cubist,0.753166976,7.88940613,,,,,,,,,,
3158,45,cubist,0.7531986375,8.212953852,,,,,,,,,,
486,45,cubist,0.7532099567,8.265555984,,,,,,,,,,
1723,45,cubist,0.7532579816,7.890097828,,,,,,,,,,
2376,45,cubist,0.7532780405,7.878904099,,,,,,,,,,
955,45,cubist,0.753294716,7.693221444,,,,,,,,,,
