Model,R2,MAE,RMSE,Dataset.seed,Training.seed,Threshold.scope,Imputation.scope
bagEarth,0.8060570249,7.681984485,9.531216215,106,1,full_before_split,split_separate
bagEarth,0.8060140325,7.633260749,9.497020606,3968,1,full_before_split,split_separate
bagEarth,0.8060006307,7.529520406,9.460781129,1216,1,full_before_split,split_separate
bagEarth,0.8059741737,7.323159095,9.39279284,26,1,full_before_split,split_separate
bagEarth,0.8059468072,7.134121139,9.220416343,2278,1,full_before_split,split_separate
bagEarth,0.8059285928,7.337681198,9.072536625,3137,1,full_before_split,split_separate
bagEarth,0.8059124374,7.305670213,9.286873243,2894,1,full_before_split,split_separate
bagEarth,0.8058880327,7.780231418,9.455601096,2166,1,full_before_split,split_separate
bagEarth,0.8057654121,7.532432562,9.751918791,1370,1,full_before_split,split_separate
bagEarth,0.8057357227,7.263530307,9.474884737,1381,1,full_before_split,split_separate
bagEarth,0.8057191095,7.44161511,9.443672743,3625,1,full_before_split,split_separate
bagEarth,0.8057119307,7.09732563,9.25733225,3660,1,full_before_split,split_separate
bagEarth,0.8056850677,7.498386524,9.233803707,67,1,full_before_split,split_separate
bagEarth,0.8056810748,7.3634547,9.24112489,869,1,full_before_split,split_separate
bagEarth,0.8056759414,7.506573976,9.60142831,121,1,full_before_split,split_separate
bagEarth,0.805663754,7.38401891,9.160928334,3998,1,full_before_split,split_separate
bagEarth,0.8056636661,7.942906866,9.61847956,963,1,full_before_split,split_separate
bagEarth,0.8056608062,6.877881885,9.816187046,2639,1,full_before_split,split_separate
bagEarth,0.8056566155,6.763669241,9.46220429,458,1,full_before_split,split_separate
bagEarth,0.8055945069,7.288260559,9.331124119,1840,1,full_before_split,split_separate
bagEarth,0.805540854,7.121244613,9.146473356,2561,1,full_before_split,split_separate
bagEarth,0.8055224955,7.263516074,9.239397839,878,1,full_before_split,split_separate
bagEarth,0.805519046,7.284371596,9.446041856,3470,1,full_before_split,split_separate
bagEarth,0.8055153156,7.194600055,9.095564073,3476,1,full_before_split,split_separate
bagEarth,0.8054892493,7.669479009,9.629010325,89,1,full_before_split,split_separate
bagEarth,0.8054745625,7.268028322,9.223474723,2990,1,full_before_split,split_separate
bagEarth,0.8054180493,7.067952668,9.114020599,1307,1,full_before_split,split_separate
bagEarth,0.8053891111,7.279608617,9.495082563,2065,1,full_before_split,split_separate
bagEarth,0.8053719245,7.179193503,9.071948272,3481,1,full_before_split,split_separate
bagEarth,0.8053397574,7.156041692,9.064867895,1448,1,full_before_split,split_separate
bagEarth,0.8053051868,7.525431908,9.577711923,556,1,full_before_split,split_separate
bagEarth,0.8052889063,7.601520675,9.566015136,231,1,full_before_split,split_separate
bagEarth,0.8052844074,7.44185667,9.170939641,3510,1,full_before_split,split_separate
bagEarth,0.8052827361,7.237758136,9.124855218,641,1,full_before_split,split_separate
bagEarth,0.8051490226,7.541159221,9.409606337,2790,1,full_before_split,split_separate
bagEarth,0.805127996,7.333724941,9.493565981,336,1,full_before_split,split_separate
bagEarth,0.8050929318,7.386428344,9.107504218,2964,1,full_before_split,split_separate
bagEarth,0.8050909477,7.151019355,9.055915754,1642,1,full_before_split,split_separate
bagEarth,0.8050863387,7.528579213,9.422625558,3251,1,full_before_split,split_separate
bagEarth,0.8050589875,7.441199035,9.295219051,830,1,full_before_split,split_separate
bagEarth,0.8050355204,7.646995534,9.237316743,765,1,full_before_split,split_separate
bagEarth,0.8049578721,7.239512286,9.217474069,1546,1,full_before_split,split_separate
bagEarth,0.8049473055,7.423746156,9.405896822,3696,1,full_before_split,split_separate
bagEarth,0.8049467486,7.379178285,9.085405047,3666,1,full_before_split,split_separate
bagEarth,0.804896342,6.939795979,9.480701574,1403,1,full_before_split,split_separate
bagEarth,0.8048685996,7.508280646,9.518445354,720,1,full_before_split,split_separate
bagEarth,0.8048594648,7.234007099,9.197674069,3667,1,full_before_split,split_separate
bagEarth,0.8048463532,7.149777961,9.201161753,727,1,full_before_split,split_separate
bagEarth,0.8048377804,7.547087975,9.421135154,3036,1,full_before_split,split_separate
bagEarth,0.8048227072,7.048605204,9.29453226,877,1,full_before_split,split_separate
bagEarth,0.8048057223,7.9013391,9.78593027,2080,1,full_before_split,split_separate
bagEarth,0.8046722042,7.757749837,9.527814912,2093,1,full_before_split,split_separate
bagEarth,0.80462989,7.457542061,9.543911513,2483,1,full_before_split,split_separate
bagEarth,0.8046169823,7.227031141,9.158536432,1429,1,full_before_split,split_separate
bagEarth,0.8046117563,7.396350971,9.25528904,3541,1,full_before_split,split_separate
bagEarth,0.8045819868,7.879693565,9.492747099,1902,1,full_before_split,split_separate
bagEarth,0.80457594,7.363570799,9.284292592,3715,1,full_before_split,split_separate
bagEarth,0.8045718799,7.132902838,9.289141143,1398,1,full_before_split,split_separate
bagEarth,0.8045122873,7.584653099,9.470692335,634,1,full_before_split,split_separate
bagEarth,0.8044825842,7.501884745,9.438453489,2874,1,full_before_split,split_separate
bagEarth,0.8044813634,7.372194282,9.537049887,1732,1,full_before_split,split_separate
bagEarth,0.8044367304,6.708052636,9.256873456,2584,1,full_before_split,split_separate
bagEarth,0.804429553,7.265928971,9.239679551,1472,1,full_before_split,split_separate
bagEarth,0.8044128122,7.07074213,9.279445709,2452,1,full_before_split,split_separate
bagEarth,0.8044108813,7.104646446,9.200978843,2651,1,full_before_split,split_separate
bagEarth,0.8043761708,7.237724782,9.338830334,186,1,full_before_split,split_separate
bagEarth,0.8043671987,7.391898064,9.276188508,372,1,full_before_split,split_separate
bagEarth,0.8043538111,7.450153981,9.383325379,3820,1,full_before_split,split_separate
bagEarth,0.8043534162,7.264393154,9.063324346,2501,1,full_before_split,split_separate
bagEarth,0.8042847173,7.428011756,9.442114036,1456,1,full_before_split,split_separate
bagEarth,0.8042509319,7.336066898,9.435679976,2475,1,full_before_split,split_separate
bagEarth,0.8042439258,7.462222981,9.222635805,3321,1,full_before_split,split_separate
bagEarth,0.8042375689,7.185930653,9.211683431,1263,1,full_before_split,split_separate
bagEarth,0.8041996856,7.27651598,9.297860282,1499,1,full_before_split,split_separate
bagEarth,0.8041861807,7.525877951,9.502234301,742,1,full_before_split,split_separate
bagEarth,0.8041562952,7.642167915,9.464746906,318,1,full_before_split,split_separate
bagEarth,0.8041085221,7.668153436,9.518014942,2428,1,full_before_split,split_separate
bagEarth,0.804099056,8.228079854,9.684527541,1892,1,full_before_split,split_separate
bagEarth,0.8040735024,7.490251381,9.223378759,1340,1,full_before_split,split_separate
bagEarth,0.8040194957,7.623349896,9.432546586,1542,1,full_before_split,split_separate
bagEarth,0.8040082246,7.162392779,9.471984825,933,1,full_before_split,split_separate
bagEarth,0.8040011249,7.497695833,9.227327873,2266,1,full_before_split,split_separate
bagEarth,0.8039826877,7.314916929,9.172536746,1406,1,full_before_split,split_separate
bagEarth,0.803978119,7.735324149,9.421368786,2064,1,full_before_split,split_separate
bagEarth,0.803943748,7.136503316,9.555388618,2033,1,full_before_split,split_separate
bagEarth,0.8039394292,7.74778915,9.771084252,1964,1,full_before_split,split_separate
bagEarth,0.803901948,7.441593039,9.378656208,725,1,full_before_split,split_separate
bagEarth,0.8039007856,7.303970659,9.172275801,2777,1,full_before_split,split_separate
bagEarth,0.8038197127,7.16271278,9.23367889,1926,1,full_before_split,split_separate
bagEarth,0.8037942607,6.980683869,9.114283592,1393,1,full_before_split,split_separate
bagEarth,0.8037726097,6.266946736,9.761368874,2215,1,full_before_split,split_separate
bagEarth,0.803756436,7.594732896,9.50074595,3874,1,full_before_split,split_separate
bagEarth,0.8037464488,7.495780631,9.209004635,1220,1,full_before_split,split_separate
bagEarth,0.8037292942,7.445013015,9.344315919,500,1,full_before_split,split_separate
bagEarth,0.803676573,7.247649458,9.158093658,3734,1,full_before_split,split_separate
bagEarth,0.8036299226,7.602757804,9.275415768,655,1,full_before_split,split_separate
bagEarth,0.803569462,7.327688536,9.36636134,577,1,full_before_split,split_separate
bagEarth,0.803544055,7.627783121,9.537954984,3828,1,full_before_split,split_separate
bagEarth,0.8034624853,7.551892084,9.46689703,2820,1,full_before_split,split_separate
bagEarth,0.8034509354,7.710848783,9.621220652,1788,1,full_before_split,split_separate
bagEarth,0.8034469294,7.263974524,9.34058869,2082,1,full_before_split,split_separate
bagEarth,0.8034443125,7.242207583,9.265356409,1639,1,full_before_split,split_separate
bagEarth,0.8034011766,7.489093498,9.264338244,1956,1,full_before_split,split_separate
bagEarth,0.8033976805,7.284048202,9.133015818,3041,1,full_before_split,split_separate
bagEarth,0.8033788406,7.317881317,9.322533402,2366,1,full_before_split,split_separate
bagEarth,0.8033435097,7.677570035,9.51030957,1283,1,full_before_split,split_separate
bagEarth,0.8033261946,6.324994754,9.179498485,2794,1,full_before_split,split_separate
bagEarth,0.8032996423,7.36791148,9.219735116,100,1,full_before_split,split_separate
bagEarth,0.8032689724,7.364852074,9.320887239,2698,1,full_before_split,split_separate
bagEarth,0.8032684367,7.115945857,9.444100958,1589,1,full_before_split,split_separate
bagEarth,0.8032369829,7.148232206,9.153433793,1163,1,full_before_split,split_separate
bagEarth,0.8030952375,7.253248362,9.372469892,1622,1,full_before_split,split_separate
bagEarth,0.8030934353,7.265460473,9.276253674,2664,1,full_before_split,split_separate
bagEarth,0.8030494746,7.327833041,9.453710015,2448,1,full_before_split,split_separate
bagEarth,0.8029855356,6.747019365,9.344716401,1614,1,full_before_split,split_separate
bagEarth,0.8029568619,7.488376737,9.410527156,299,1,full_before_split,split_separate
bagEarth,0.802938905,7.40154541,9.507894306,1449,1,full_before_split,split_separate
bagEarth,0.802850989,7.206030916,9.331329948,968,1,full_before_split,split_separate
bagEarth,0.8028442743,7.52603149,9.315331812,1754,1,full_before_split,split_separate
bagEarth,0.8028026976,7.404941846,9.204114889,1199,1,full_before_split,split_separate
bagEarth,0.8027181585,7.336272396,9.369462964,1440,1,full_before_split,split_separate
bagEarth,0.8027017339,7.282123891,9.547797672,169,1,full_before_split,split_separate
bagEarth,0.8026798641,7.450037113,9.232766808,564,1,full_before_split,split_separate
bagEarth,0.8026605193,7.16822699,9.141250734,2106,1,full_before_split,split_separate
bagEarth,0.8026418572,7.180567882,9.298706279,371,1,full_before_split,split_separate
bagEarth,0.8025720539,7.674422925,9.364061378,2451,1,full_before_split,split_separate
bagEarth,0.8025541094,7.46954561,9.539453188,2387,1,full_before_split,split_separate
bagEarth,0.8024764596,7.554208996,9.526477789,1053,1,full_before_split,split_separate
bagEarth,0.8024749364,7.611609208,9.243940205,3755,1,full_before_split,split_separate
bagEarth,0.8024343924,7.021572006,9.233974107,38,1,full_before_split,split_separate
bagEarth,0.8024254035,7.997579676,9.832498155,783,1,full_before_split,split_separate
bagEarth,0.8024215563,7.903444238,9.540939594,3145,1,full_before_split,split_separate
bagEarth,0.8024123175,7.521250733,9.43381646,3589,1,full_before_split,split_separate
bagEarth,0.8023687914,7.561675655,9.28579201,2418,1,full_before_split,split_separate
bagEarth,0.8023570737,7.403442068,9.293550419,1536,1,full_before_split,split_separate
bagEarth,0.8023433393,7.330819894,9.353116158,3633,1,full_before_split,split_separate
bagEarth,0.8023341453,7.372731245,9.407554444,3583,1,full_before_split,split_separate
bagEarth,0.802302318,7.699743255,9.42565878,1900,1,full_before_split,split_separate
bagEarth,0.8022947903,7.589491514,9.339316092,2653,1,full_before_split,split_separate
bagEarth,0.8022430928,7.556788627,9.199269045,3230,1,full_before_split,split_separate
bagEarth,0.8021864887,7.316971593,9.351419169,1111,1,full_before_split,split_separate
bagEarth,0.8021616256,7.833254836,9.514714536,2535,1,full_before_split,split_separate
bagEarth,0.8021130237,7.560611651,9.478391811,1004,1,full_before_split,split_separate
bagEarth,0.8021013996,7.529123754,9.647569998,2453,1,full_before_split,split_separate
bagEarth,0.802052357,7.129320521,9.254604876,3045,1,full_before_split,split_separate
bagEarth,0.802050627,7.506859216,9.386326273,2783,1,full_before_split,split_separate
bagEarth,0.8020405145,8.025876623,9.724451008,2026,1,full_before_split,split_separate
bagEarth,0.8019902967,6.665030523,9.80263007,2949,1,full_before_split,split_separate
bagEarth,0.8019775377,7.107671191,9.390598618,2149,1,full_before_split,split_separate
bagEarth,0.8019412842,6.998873077,9.103401387,1791,1,full_before_split,split_separate
bagEarth,0.8019314399,7.302472073,8.988186673,2307,1,full_before_split,split_separate
bagEarth,0.8019254635,6.837247188,9.062179709,3580,1,full_before_split,split_separate
bagEarth,0.8019066189,6.839578062,8.933532648,995,1,full_before_split,split_separate
bagEarth,0.8019017159,7.295095007,9.25913046,3928,1,full_before_split,split_separate
bagEarth,0.8018794804,7.708356828,9.608704876,1366,1,full_before_split,split_separate
bagEarth,0.801830534,7.837495981,9.489973886,2493,1,full_before_split,split_separate
bagEarth,0.8018198692,7.184421617,9.331112089,724,1,full_before_split,split_separate
bagEarth,0.8018135289,7.321565564,9.408942188,3234,1,full_before_split,split_separate
bagEarth,0.8017674175,7.3201266,9.264198416,1918,1,full_before_split,split_separate
bagEarth,0.8017657216,7.432813179,9.170098793,1835,1,full_before_split,split_separate
bagEarth,0.8017527332,7.121098748,9.225705861,381,1,full_before_split,split_separate
bagEarth,0.8017356238,7.52556841,9.578042314,1061,1,full_before_split,split_separate
bagEarth,0.8017304104,7.422991433,9.359371781,3893,1,full_before_split,split_separate
bagEarth,0.8017159005,7.758694755,9.795874914,626,1,full_before_split,split_separate
bagEarth,0.8017078977,7.215161598,9.243125354,64,1,full_before_split,split_separate
bagEarth,0.8017063104,7.408579231,9.626876689,3297,1,full_before_split,split_separate
bagEarth,0.8016974169,7.321401067,9.297213006,3651,1,full_before_split,split_separate
bagEarth,0.8016690502,7.092684365,9.052783774,2981,1,full_before_split,split_separate
bagEarth,0.8016336115,7.569088488,9.426419063,3618,1,full_before_split,split_separate
bagEarth,0.801605771,6.780485289,8.950202808,1153,1,full_before_split,split_separate
bagEarth,0.8015647064,7.490445716,9.381411373,2915,1,full_before_split,split_separate
bagEarth,0.8014560025,7.417001324,9.404618258,242,1,full_before_split,split_separate
bagEarth,0.8014501405,7.294719534,9.545093341,2957,1,full_before_split,split_separate
bagEarth,0.8014159485,7.495305918,9.406849394,1141,1,full_before_split,split_separate
bagEarth,0.8013619089,7.519735035,9.436075144,1722,1,full_before_split,split_separate
bagEarth,0.8013568801,7.202987052,9.300982252,3862,1,full_before_split,split_separate
bagEarth,0.8013558151,7.712823203,9.574604115,2519,1,full_before_split,split_separate
bagEarth,0.8013172011,7.696635587,9.488996442,1506,1,full_before_split,split_separate
bagEarth,0.8013093797,7.666667434,9.802352026,2499,1,full_before_split,split_separate
bagEarth,0.8013046484,7.689621435,9.418924627,2232,1,full_before_split,split_separate
bagEarth,0.801288633,7.070138674,9.108945513,280,1,full_before_split,split_separate
bagEarth,0.8012533431,7.105403768,9.095501306,83,1,full_before_split,split_separate
bagEarth,0.8012006625,7.557560193,9.540661062,1653,1,full_before_split,split_separate
bagEarth,0.801098493,7.60747593,9.520451745,1668,1,full_before_split,split_separate
bagEarth,0.8010812677,7.4746987,9.525997851,1951,1,full_before_split,split_separate
bagEarth,0.8010656574,7.852491171,9.747896292,2931,1,full_before_split,split_separate
bagEarth,0.8010319914,7.897555327,10.04976181,1839,1,full_before_split,split_separate
bagEarth,0.8009517897,7.936148642,9.971123556,385,1,full_before_split,split_separate
bagEarth,0.8009122736,7.653973238,9.649123277,359,1,full_before_split,split_separate
bagEarth,0.8008910935,7.735302268,9.338088477,1698,1,full_before_split,split_separate
bagEarth,0.8008606004,7.658409897,9.547677881,3143,1,full_before_split,split_separate
bagEarth,0.8008446694,7.456326607,9.317731435,592,1,full_before_split,split_separate
bagEarth,0.8008369416,7.633894608,9.438431729,2121,1,full_before_split,split_separate
bagEarth,0.800836608,7.439484496,9.520582671,892,1,full_before_split,split_separate
bagEarth,0.8007757957,7.191130295,9.334521368,1116,1,full_before_split,split_separate
bagEarth,0.8007292981,7.504138704,9.268021509,2321,1,full_before_split,split_separate
bagEarth,0.8007225741,8.001493604,9.652681024,2775,1,full_before_split,split_separate
bagEarth,0.8006928275,7.580396227,9.267615842,466,1,full_before_split,split_separate
bagEarth,0.8006867258,7.507462759,9.531452393,3628,1,full_before_split,split_separate
bagEarth,0.800658815,6.868708191,9.090652124,3133,1,full_before_split,split_separate
bagEarth,0.8006298879,7.510021624,9.343337462,629,1,full_before_split,split_separate
bagEarth,0.8006237538,7.85769809,9.692869252,3782,1,full_before_split,split_separate
bagEarth,0.8005923683,7.670492362,9.433364564,3376,1,full_before_split,split_separate
bagEarth,0.8005907414,7.200943132,9.126643251,2209,1,full_before_split,split_separate
bagEarth,0.8005815009,7.421344393,9.521287473,1272,1,full_before_split,split_separate
bagEarth,0.8005620145,7.445710785,9.534863851,1606,1,full_before_split,split_separate
bagEarth,0.8005552881,7.968394967,9.618950175,1238,1,full_before_split,split_separate
bagEarth,0.8005534461,7.548520093,9.606898232,1193,1,full_before_split,split_separate
bagEarth,0.8005400647,7.393774438,9.341051654,3403,1,full_before_split,split_separate
bagEarth,0.8005335897,7.486231667,9.411313949,515,1,full_before_split,split_separate
bagEarth,0.8004805672,7.524927817,9.49009274,2226,1,full_before_split,split_separate
bagEarth,0.8004626044,8.011281219,9.491227757,2346,1,full_before_split,split_separate
bagEarth,0.8004396904,7.22861386,9.572848806,2747,1,full_before_split,split_separate
bagEarth,0.8004303526,7.51092713,9.437984728,2444,1,full_before_split,split_separate
bagEarth,0.800387822,7.765899438,9.52093648,3282,1,full_before_split,split_separate
bagEarth,0.8003817434,7.719869281,9.562946401,1518,1,full_before_split,split_separate
bagEarth,0.8003816549,7.487612058,9.3860426,1364,1,full_before_split,split_separate
bagEarth,0.8003693749,7.929635228,9.608851603,3546,1,full_before_split,split_separate
bagEarth,0.8003013016,7.821432257,9.73459006,2626,1,full_before_split,split_separate
bagEarth,0.8002873161,7.331129012,9.700547886,1152,1,full_before_split,split_separate
bagEarth,0.8002848954,7.401618037,9.439556869,1488,1,full_before_split,split_separate
bagEarth,0.8002832896,7.585967386,9.443715951,3784,1,full_before_split,split_separate
bagEarth,0.800280956,7.323346929,9.012888827,1982,1,full_before_split,split_separate
bagEarth,0.8002705962,7.49579333,9.8517325,2337,1,full_before_split,split_separate
bagEarth,0.800251803,7.036985476,8.99348376,2542,1,full_before_split,split_separate
bagEarth,0.800236365,7.923664376,9.660795866,2597,1,full_before_split,split_separate
bagEarth,0.8002362596,7.723891848,9.872292486,3884,1,full_before_split,split_separate
bagEarth,0.80022822,7.523428038,9.570670738,1208,1,full_before_split,split_separate
bagEarth,0.8002052398,7.050240298,9.650600232,1882,1,full_before_split,split_separate
bagEarth,0.8001996651,7.32173856,9.476225718,3038,1,full_before_split,split_separate
bagEarth,0.8001925554,7.527926069,9.671545523,3171,1,full_before_split,split_separate
bagEarth,0.8001877572,7.553674555,9.243851851,2766,1,full_before_split,split_separate
bagEarth,0.8001818251,7.460846847,9.654125184,3688,1,full_before_split,split_separate
bagEarth,0.8001475668,7.681271691,9.285083504,3387,1,full_before_split,split_separate
bagEarth,0.8001191926,7.805753424,9.544154544,624,1,full_before_split,split_separate
bagEarth,0.8001181093,7.623545572,9.671583433,833,1,full_before_split,split_separate
bagEarth,0.8000765382,7.49768238,9.463781165,3691,1,full_before_split,split_separate
bagEarth,0.80001398,7.698575401,9.355703648,3488,1,full_before_split,split_separate
bagEarth,0.8000126871,7.285316335,9.475063693,2148,1,full_before_split,split_separate
bagEarth,0.8000049502,7.491873457,9.553264996,1164,1,full_before_split,split_separate
bagEarth,0.7999841554,7.355861237,9.39649401,647,1,full_before_split,split_separate
bagEarth,0.7999696383,7.22253527,9.326554361,3293,1,full_before_split,split_separate
bagEarth,0.7999686643,7.402706695,9.238356748,2821,1,full_before_split,split_separate
bagEarth,0.7999625692,7.37408422,9.409343518,2127,1,full_before_split,split_separate
bagEarth,0.7999400207,7.231099203,9.237063041,133,1,full_before_split,split_separate
bagEarth,0.7999187674,7.384614288,9.557595135,1501,1,full_before_split,split_separate
bagEarth,0.7998627318,7.933316844,9.63868262,971,1,full_before_split,split_separate
bagEarth,0.7998009751,7.524348379,9.39781936,3873,1,full_before_split,split_separate
bagEarth,0.7997371296,7.225638931,9.566829917,360,1,full_before_split,split_separate
bagEarth,0.7997365475,7.531140241,9.625437845,2505,1,full_before_split,split_separate
bagEarth,0.7997053781,7.583634706,9.664383839,1710,1,full_before_split,split_separate
bagEarth,0.7996498823,7.43728091,9.501938924,3974,1,full_before_split,split_separate
bagEarth,0.7996405631,7.835528656,9.682730415,2218,1,full_before_split,split_separate
bagEarth,0.7996223293,6.395308047,9.493247037,3608,1,full_before_split,split_separate
bagEarth,0.799577596,7.500214216,9.384310769,2541,1,full_before_split,split_separate
bagEarth,0.7995747501,7.387203451,9.571279712,769,1,full_before_split,split_separate
bagEarth,0.7994646426,7.651241704,9.457703458,3619,1,full_before_split,split_separate
bagEarth,0.7994409985,8.01138022,9.621451656,107,1,full_before_split,split_separate
bagEarth,0.7993901863,7.515282094,9.344100923,2173,1,full_before_split,split_separate
bagEarth,0.7993820837,7.386013422,9.384387992,661,1,full_before_split,split_separate
bagEarth,0.7993820708,6.914623477,9.294876954,503,1,full_before_split,split_separate
bagEarth,0.7993788002,7.580993798,9.376941707,394,1,full_before_split,split_separate
bagEarth,0.7993567151,7.584988366,9.34495084,1070,1,full_before_split,split_separate
bagEarth,0.7993429114,7.223952955,9.384063852,1321,1,full_before_split,split_separate
bagEarth,0.7993399405,7.77065754,9.472589095,1935,1,full_before_split,split_separate
bagEarth,0.799330013,7.536276301,9.607650934,1428,1,full_before_split,split_separate
bagEarth,0.7992862951,7.832664634,9.525307534,1155,1,full_before_split,split_separate
bagEarth,0.7992754675,7.883105397,9.738413109,2462,1,full_before_split,split_separate
bagEarth,0.7992296729,7.294199588,9.20125273,2181,1,full_before_split,split_separate
bagEarth,0.7992110625,7.696866847,9.400633188,3822,1,full_before_split,split_separate
bagEarth,0.7991330808,7.492666724,9.610317991,3067,1,full_before_split,split_separate
bagEarth,0.7991226202,7.646006797,9.471662894,1383,1,full_before_split,split_separate
bagEarth,0.7990893124,7.393974321,9.428587853,617,1,full_before_split,split_separate
bagEarth,0.7989817344,7.35678994,9.511157922,2757,1,full_before_split,split_separate
bagEarth,0.7989257216,7.108389029,9.127878023,747,1,full_before_split,split_separate
bagEarth,0.7989158799,7.087318757,9.202438418,1978,1,full_before_split,split_separate
bagEarth,0.7988910954,7.669292269,9.60024486,3350,1,full_before_split,split_separate
bagEarth,0.7988907888,7.338881231,9.117336008,3705,1,full_before_split,split_separate
bagEarth,0.798883994,7.728580493,9.492844722,3457,1,full_before_split,split_separate
bagEarth,0.7988572045,8.060270475,9.910221755,2476,1,full_before_split,split_separate
bagEarth,0.7988427507,7.491689403,9.501295991,3994,1,full_before_split,split_separate
bagEarth,0.7988322408,7.236596063,9.254505409,2087,1,full_before_split,split_separate
bagEarth,0.7988230854,7.766509019,9.65744743,267,1,full_before_split,split_separate
bagEarth,0.7988230436,7.797872932,9.71616044,2239,1,full_before_split,split_separate
bagEarth,0.7988129429,7.222133526,9.260351029,1154,1,full_before_split,split_separate
bagEarth,0.7987522375,7.262003862,9.331925737,1984,1,full_before_split,split_separate
bagEarth,0.7987364697,7.480601578,9.589276676,2480,1,full_before_split,split_separate
bagEarth,0.7987184387,7.735646012,9.72728797,597,1,full_before_split,split_separate
bagEarth,0.7986802725,7.773382861,9.306731644,3460,1,full_before_split,split_separate
bagEarth,0.7986695667,7.847692104,9.708713534,1400,1,full_before_split,split_separate
bagEarth,0.7985626515,7.915920307,9.7771459,119,1,full_before_split,split_separate
bagEarth,0.7985573711,7.443408623,9.394886897,2272,1,full_before_split,split_separate
bagEarth,0.7984990571,7.357809924,9.464634779,3354,1,full_before_split,split_separate
bagEarth,0.7984918468,7.153286338,9.455912704,3434,1,full_before_split,split_separate
bagEarth,0.7984709205,8.15912266,9.968973991,3208,1,full_before_split,split_separate
bagEarth,0.7984522713,7.702187378,9.55046227,1550,1,full_before_split,split_separate
bagEarth,0.7984478661,7.473083213,9.451105316,2194,1,full_before_split,split_separate
bagEarth,0.7984292158,7.137347121,9.147838902,3544,1,full_before_split,split_separate
bagEarth,0.7984047271,7.539542399,9.464386331,2372,1,full_before_split,split_separate
bagEarth,0.7983895001,7.05251284,9.103252077,3167,1,full_before_split,split_separate
bagEarth,0.7983548286,7.181365704,9.23866301,1779,1,full_before_split,split_separate
bagEarth,0.7983459401,7.362339292,9.696527154,3539,1,full_before_split,split_separate
bagEarth,0.7983167467,6.737792431,9.561493584,52,1,full_before_split,split_separate
bagEarth,0.7982698897,7.574055729,9.631801558,1580,1,full_before_split,split_separate
bagEarth,0.7982623157,7.316869598,9.456091379,134,1,full_before_split,split_separate
bagEarth,0.7982600558,7.968930337,9.843736747,2877,1,full_before_split,split_separate
bagEarth,0.7982503243,7.635953188,9.525674155,2167,1,full_before_split,split_separate
bagEarth,0.7982489609,7.271728378,9.370822772,1022,1,full_before_split,split_separate
bagEarth,0.7982252795,7.235234521,9.517536864,2811,1,full_before_split,split_separate
bagEarth,0.7982024946,6.793648133,9.811047976,3419,1,full_before_split,split_separate
bagEarth,0.7981733217,7.597893133,9.616189566,535,1,full_before_split,split_separate
bagEarth,0.7980257137,7.554765263,9.653518881,1959,1,full_before_split,split_separate
bagEarth,0.7980251589,7.732579833,9.528170701,2291,1,full_before_split,split_separate
bagEarth,0.7979078668,7.579660118,9.578715359,2047,1,full_before_split,split_separate
bagEarth,0.7978552346,7.07293283,9.241715506,1952,1,full_before_split,split_separate
bagEarth,0.7978418357,6.886907258,9.781543229,732,1,full_before_split,split_separate
bagEarth,0.7978166179,7.623760066,9.602206035,79,1,full_before_split,split_separate
bagEarth,0.7978061894,7.765783938,9.57130153,3017,1,full_before_split,split_separate
bagEarth,0.7977411913,7.282495342,9.381580221,3426,1,full_before_split,split_separate
bagEarth,0.7976779064,7.461812285,9.289245086,623,1,full_before_split,split_separate
bagEarth,0.7976653034,7.493664032,9.66205267,1135,1,full_before_split,split_separate
bagEarth,0.7976149862,7.211146504,9.177008911,3811,1,full_before_split,split_separate
bagEarth,0.7976130225,7.364480337,9.381200116,1575,1,full_before_split,split_separate
bagEarth,0.7975788573,7.966517661,9.782118556,1088,1,full_before_split,split_separate
bagEarth,0.7975682006,6.950069523,9.507517262,2477,1,full_before_split,split_separate
bagEarth,0.7975637031,7.389733485,9.236005031,3728,1,full_before_split,split_separate
bagEarth,0.7975591937,7.145030153,9.19069302,1032,1,full_before_split,split_separate
bagEarth,0.7975454065,7.650913023,9.573786592,58,1,full_before_split,split_separate
bagEarth,0.7975420234,7.587569505,9.472612539,2868,1,full_before_split,split_separate
bagEarth,0.797534808,7.26454353,9.411086943,1520,1,full_before_split,split_separate
bagEarth,0.7975062399,7.195076487,8.979991794,2687,1,full_before_split,split_separate
bagEarth,0.7975011474,8.080181568,10.03295509,2289,1,full_before_split,split_separate
bagEarth,0.7974505687,7.851069,9.57513588,3877,1,full_before_split,split_separate
bagEarth,0.7974368886,7.386948122,9.528777628,3844,1,full_before_split,split_separate
bagEarth,0.7973371633,7.465406318,9.623604323,39,1,full_before_split,split_separate
bagEarth,0.7973132608,7.255191962,9.149697411,801,1,full_before_split,split_separate
bagEarth,0.7972366574,7.271809041,9.434951363,452,1,full_before_split,split_separate
bagEarth,0.797234098,7.67270996,9.560058256,2907,1,full_before_split,split_separate
bagEarth,0.7972017227,7.434095075,9.294781377,3411,1,full_before_split,split_separate
bagEarth,0.7971666441,7.448825793,9.659941344,228,1,full_before_split,split_separate
bagEarth,0.7971177736,7.422847455,9.40366241,3604,1,full_before_split,split_separate
bagEarth,0.7970862153,7.961122952,9.652887578,3593,1,full_before_split,split_separate
bagEarth,0.7969742396,7.935759001,9.533110467,2363,1,full_before_split,split_separate
