Model,R2,MAE,RMSE,Dataset.seed,Training.seed,Threshold.scope,Imputation.scope
bagEarth,0.8308446233,6.842374315,8.902747738,77,1,full_before_split,split_separate
bagEarth,0.8308115826,7.095899668,8.902745275,2512,1,full_before_split,split_separate
bagEarth,0.830797592,7.089721189,8.82854259,2622,1,full_before_split,split_separate
bagEarth,0.8307956663,6.64443495,8.602680983,1253,1,full_before_split,split_separate
bagEarth,0.8307815839,6.701890271,8.792939563,306,1,full_before_split,split_separate
bagEarth,0.8307630265,6.883201951,8.748840871,1268,1,full_before_split,split_separate
bagEarth,0.8307522534,6.861337642,8.700864275,2327,1,full_before_split,split_separate
bagEarth,0.8307495354,6.940831821,8.777893161,1270,1,full_before_split,split_separate
bagEarth,0.830749102,6.845719539,8.730392055,2417,1,full_before_split,split_separate
bagEarth,0.8307389524,7.008621497,8.821207642,1419,1,full_before_split,split_separate
bagEarth,0.8307103248,6.934772877,8.683693189,1561,1,full_before_split,split_separate
bagEarth,0.8307002619,6.980195282,8.521936382,1318,1,full_before_split,split_separate
bagEarth,0.830697926,6.595836105,8.660148418,3190,1,full_before_split,split_separate
bagEarth,0.8306875303,6.854384937,9.024426652,928,1,full_before_split,split_separate
bagEarth,0.8306829861,6.190565887,8.230699474,2717,1,full_before_split,split_separate
bagEarth,0.8306689707,7.099612575,8.66826442,268,1,full_before_split,split_separate
bagEarth,0.8306686784,6.97427606,9.168547185,2144,1,full_before_split,split_separate
bagEarth,0.8306663897,6.593912602,8.645689946,2815,1,full_before_split,split_separate
bagEarth,0.8306497351,7.023790887,9.20214069,1539,1,full_before_split,split_separate
bagEarth,0.8306439161,7.36666653,9.079029428,3415,1,full_before_split,split_separate
bagEarth,0.8306368782,7.310210662,8.796561916,1008,1,full_before_split,split_separate
bagEarth,0.8306273386,7.145041648,8.699178333,3679,1,full_before_split,split_separate
bagEarth,0.8306208008,7.063697198,8.837895166,3443,1,full_before_split,split_separate
bagEarth,0.8305922966,6.921799705,8.747718477,261,1,full_before_split,split_separate
bagEarth,0.8305692437,6.795932749,8.680688039,3827,1,full_before_split,split_separate
bagEarth,0.8305545696,7.149161801,8.907117533,11,1,full_before_split,split_separate
bagEarth,0.8305425701,6.797078364,8.718388241,3472,1,full_before_split,split_separate
bagEarth,0.8305382788,6.933350842,8.632717379,1489,1,full_before_split,split_separate
bagEarth,0.83048359,6.749858044,8.341750146,3821,1,full_before_split,split_separate
bagEarth,0.8304253997,6.647833381,8.807917635,3726,1,full_before_split,split_separate
bagEarth,0.8304086456,6.827935417,8.901057444,1423,1,full_before_split,split_separate
bagEarth,0.8303932421,6.796518647,8.633635498,590,1,full_before_split,split_separate
bagEarth,0.8303859091,7.289893839,9.150168839,791,1,full_before_split,split_separate
bagEarth,0.8303781853,6.608324768,8.656132238,2954,1,full_before_split,split_separate
bagEarth,0.8303737679,6.996358861,8.716457935,3553,1,full_before_split,split_separate
bagEarth,0.8303699037,6.849402997,8.659066935,1186,1,full_before_split,split_separate
bagEarth,0.8303566715,6.929867706,8.801893996,2984,1,full_before_split,split_separate
bagEarth,0.8303509194,6.97036589,8.920324057,1712,1,full_before_split,split_separate
bagEarth,0.8303327452,6.720536563,8.524994721,2844,1,full_before_split,split_separate
bagEarth,0.830302345,6.96573949,8.83202532,3783,1,full_before_split,split_separate
bagEarth,0.8303001925,6.745139642,8.724595967,7,1,full_before_split,split_separate
bagEarth,0.8302688042,6.602409972,8.83364254,419,1,full_before_split,split_separate
bagEarth,0.8302584377,6.886608822,8.917221048,3272,1,full_before_split,split_separate
bagEarth,0.830218188,6.884762564,8.634230384,3942,1,full_before_split,split_separate
bagEarth,0.8301970338,6.385374777,8.477258029,1796,1,full_before_split,split_separate
bagEarth,0.8301643636,7.245481411,9.029068078,3369,1,full_before_split,split_separate
bagEarth,0.8301452442,6.66591615,8.905511087,2176,1,full_before_split,split_separate
bagEarth,0.8301129617,7.38891464,9.027849465,416,1,full_before_split,split_separate
bagEarth,0.8300929871,6.3449726,8.71356342,2249,1,full_before_split,split_separate
bagEarth,0.8300732388,6.804383947,8.718760916,2182,1,full_before_split,split_separate
bagEarth,0.8300682488,6.81119057,8.645430642,3535,1,full_before_split,split_separate
bagEarth,0.8300604472,7.416758014,8.951340703,1651,1,full_before_split,split_separate
bagEarth,0.8300590127,6.696471114,8.621935999,513,1,full_before_split,split_separate
bagEarth,0.8300528115,6.758326621,8.406207196,2802,1,full_before_split,split_separate
bagEarth,0.8300173592,7.661730188,9.159322348,2904,1,full_before_split,split_separate
bagEarth,0.8300128653,6.844678548,8.896914738,1896,1,full_before_split,split_separate
bagEarth,0.8300119301,6.783263572,8.633985525,3435,1,full_before_split,split_separate
bagEarth,0.8300036766,7.012275776,8.911862729,1786,1,full_before_split,split_separate
bagEarth,0.8299864652,7.157413026,8.842250195,2552,1,full_before_split,split_separate
bagEarth,0.8299829753,6.812788582,8.703943623,898,1,full_before_split,split_separate
bagEarth,0.8299689852,7.336808991,9.02036207,743,1,full_before_split,split_separate
bagEarth,0.8299650504,6.742500366,8.676125184,3255,1,full_before_split,split_separate
bagEarth,0.8299370604,6.868263309,8.818634612,3040,1,full_before_split,split_separate
bagEarth,0.8298983584,6.947364534,8.63206844,2980,1,full_before_split,split_separate
bagEarth,0.8298892247,7.105992115,8.901781151,509,1,full_before_split,split_separate
bagEarth,0.8298765196,6.753249093,8.845250213,95,1,full_before_split,split_separate
bagEarth,0.8298478798,7.163018941,8.853222843,2415,1,full_before_split,split_separate
bagEarth,0.8298423794,7.050803708,8.805475177,3685,1,full_before_split,split_separate
bagEarth,0.8298421878,7.27227603,8.770863616,3630,1,full_before_split,split_separate
bagEarth,0.8298114451,7.171194691,8.717214456,1877,1,full_before_split,split_separate
bagEarth,0.8297864943,7.172444074,8.980690694,2496,1,full_before_split,split_separate
bagEarth,0.8297860544,6.98815589,8.947797237,1743,1,full_before_split,split_separate
bagEarth,0.8297788416,6.824917284,8.559652036,1517,1,full_before_split,split_separate
bagEarth,0.8297682467,7.24487493,8.984729853,3111,1,full_before_split,split_separate
bagEarth,0.8297671456,6.843625263,8.693707128,1556,1,full_before_split,split_separate
bagEarth,0.8297631777,6.906508997,8.770966094,2012,1,full_before_split,split_separate
bagEarth,0.8297583927,6.895465955,8.667412674,465,1,full_before_split,split_separate
bagEarth,0.8297567946,6.676184677,8.607663212,3373,1,full_before_split,split_separate
bagEarth,0.8297395657,7.562135812,9.105730633,2316,1,full_before_split,split_separate
bagEarth,0.8297382269,6.602862006,8.54249682,1853,1,full_before_split,split_separate
bagEarth,0.8297228554,6.4878726,8.298636609,3649,1,full_before_split,split_separate
bagEarth,0.8297154915,7.056394749,8.757146003,1243,1,full_before_split,split_separate
bagEarth,0.8297104205,7.258889591,8.890118905,3517,1,full_before_split,split_separate
bagEarth,0.8296940094,7.252290419,8.890679053,166,1,full_before_split,split_separate
bagEarth,0.8296787219,6.738183077,8.514028855,1740,1,full_before_split,split_separate
bagEarth,0.8296557824,7.01754852,8.66504255,1123,1,full_before_split,split_separate
bagEarth,0.82964101,6.859964347,8.850204851,1048,1,full_before_split,split_separate
bagEarth,0.829630716,6.931324686,8.698615797,2750,1,full_before_split,split_separate
bagEarth,0.8295735745,7.121219723,8.900375493,117,1,full_before_split,split_separate
bagEarth,0.8294826907,7.100901081,8.931961557,1133,1,full_before_split,split_separate
bagEarth,0.8294787211,6.480143224,8.870650852,1160,1,full_before_split,split_separate
bagEarth,0.8294767091,6.872795122,8.748675027,1290,1,full_before_split,split_separate
bagEarth,0.8294738906,6.973053581,8.758220485,925,1,full_before_split,split_separate
bagEarth,0.8294502202,6.813913662,8.760133963,226,1,full_before_split,split_separate
bagEarth,0.8294006895,7.193443071,8.954822104,3561,1,full_before_split,split_separate
bagEarth,0.8293939386,6.770502132,8.803256201,1987,1,full_before_split,split_separate
bagEarth,0.8293571385,6.962910518,8.691392796,211,1,full_before_split,split_separate
bagEarth,0.8293416464,6.632090707,8.729607491,3400,1,full_before_split,split_separate
bagEarth,0.8293192221,6.858248792,8.82315137,3011,1,full_before_split,split_separate
bagEarth,0.8293094775,6.940661663,8.830770048,3204,1,full_before_split,split_separate
bagEarth,0.8292990399,6.533277026,8.573128171,1182,1,full_before_split,split_separate
bagEarth,0.8292960105,6.989135573,8.791252315,567,1,full_before_split,split_separate
bagEarth,0.8292935221,7.395187957,9.019237841,451,1,full_before_split,split_separate
bagEarth,0.8292927011,6.726586526,8.784961659,3000,1,full_before_split,split_separate
bagEarth,0.8292636137,6.839806122,8.48435229,1013,1,full_before_split,split_separate
bagEarth,0.8292601101,6.427844058,8.405314072,3803,1,full_before_split,split_separate
bagEarth,0.8292540414,6.823708817,8.67671609,3308,1,full_before_split,split_separate
bagEarth,0.8292211598,6.997614774,8.827745891,2324,1,full_before_split,split_separate
bagEarth,0.8292144675,6.959490151,8.685501341,1937,1,full_before_split,split_separate
bagEarth,0.8292136548,6.501568352,8.479040659,2152,1,full_before_split,split_separate
bagEarth,0.829211984,6.823555301,8.497110298,1929,1,full_before_split,split_separate
bagEarth,0.8291903164,7.526037802,9.036768323,3082,1,full_before_split,split_separate
bagEarth,0.8291631842,6.911378684,8.788259688,2606,1,full_before_split,split_separate
bagEarth,0.8291462748,7.719001983,9.260362228,3495,1,full_before_split,split_separate
bagEarth,0.8291460744,6.832938733,8.552130476,3582,1,full_before_split,split_separate
bagEarth,0.8291251763,6.651818906,8.578981769,1748,1,full_before_split,split_separate
bagEarth,0.8291194328,7.005738129,8.901560187,2101,1,full_before_split,split_separate
bagEarth,0.8291102689,7.013620578,8.670165912,2379,1,full_before_split,split_separate
bagEarth,0.8291017962,6.878106968,8.791778605,158,1,full_before_split,split_separate
bagEarth,0.8290931918,6.927817211,8.766986175,1674,1,full_before_split,split_separate
bagEarth,0.8290793161,7.071193872,8.844391587,3972,1,full_before_split,split_separate
bagEarth,0.8290750502,6.82990759,8.92856624,1246,1,full_before_split,split_separate
bagEarth,0.829068335,6.985070299,8.855245544,508,1,full_before_split,split_separate
bagEarth,0.8290149093,7.406244187,9.384454984,610,1,full_before_split,split_separate
bagEarth,0.8290054111,6.90628305,8.892313443,961,1,full_before_split,split_separate
bagEarth,0.8290024195,7.293499972,9.150581266,603,1,full_before_split,split_separate
bagEarth,0.8289856833,6.67822018,8.685697185,1485,1,full_before_split,split_separate
bagEarth,0.8289312734,6.882576049,8.716841393,3714,1,full_before_split,split_separate
bagEarth,0.8289017375,7.157582526,8.774133808,524,1,full_before_split,split_separate
bagEarth,0.8288969912,7.058569105,8.940187523,2112,1,full_before_split,split_separate
bagEarth,0.8288903516,7.01961412,8.724838665,2223,1,full_before_split,split_separate
bagEarth,0.828876835,6.859009156,8.710626107,1258,1,full_before_split,split_separate
bagEarth,0.8288351888,7.138385678,8.840410112,2690,1,full_before_split,split_separate
bagEarth,0.8288190846,7.212783174,8.655731205,1678,1,full_before_split,split_separate
bagEarth,0.828787822,6.714124906,8.575094423,1118,1,full_before_split,split_separate
bagEarth,0.828786385,6.754212213,8.638641522,3531,1,full_before_split,split_separate
bagEarth,0.8287756263,7.023595249,8.693958017,910,1,full_before_split,split_separate
bagEarth,0.8287729126,7.392084191,9.022355584,1192,1,full_before_split,split_separate
bagEarth,0.8287683154,6.706043953,8.56534139,1767,1,full_before_split,split_separate
bagEarth,0.8287483199,7.375522282,8.957459359,463,1,full_before_split,split_separate
bagEarth,0.8287419117,6.812753112,8.533955882,3398,1,full_before_split,split_separate
bagEarth,0.8287322793,7.419919691,9.040518354,154,1,full_before_split,split_separate
bagEarth,0.8287142716,6.833242599,8.785422223,3409,1,full_before_split,split_separate
bagEarth,0.8287033627,6.623478045,8.470708514,3765,1,full_before_split,split_separate
bagEarth,0.8286415143,7.126989711,9.020588,3155,1,full_before_split,split_separate
bagEarth,0.8286401625,7.302244251,9.493113576,1916,1,full_before_split,split_separate
bagEarth,0.8286292664,6.850395254,8.649917753,3970,1,full_before_split,split_separate
bagEarth,0.8286163178,6.838904948,8.840947682,2287,1,full_before_split,split_separate
bagEarth,0.8286021735,6.898521925,8.754445668,1044,1,full_before_split,split_separate
bagEarth,0.8285937943,7.049542273,8.801199327,1872,1,full_before_split,split_separate
bagEarth,0.8285769324,7.000516981,8.579765402,2049,1,full_before_split,split_separate
bagEarth,0.8285575556,6.538350646,8.50688683,1287,1,full_before_split,split_separate
bagEarth,0.8285222313,7.018257318,8.700477333,3438,1,full_before_split,split_separate
bagEarth,0.8285194076,6.888221604,8.657049853,3700,1,full_before_split,split_separate
bagEarth,0.8285109336,6.770454765,8.723978114,630,1,full_before_split,split_separate
bagEarth,0.8285006976,7.178693972,8.921722645,2670,1,full_before_split,split_separate
bagEarth,0.8284862997,7.09504533,8.832499914,175,1,full_before_split,split_separate
bagEarth,0.8284778785,6.618152339,8.877498148,405,1,full_before_split,split_separate
bagEarth,0.8284688694,6.913860121,8.988802873,3747,1,full_before_split,split_separate
bagEarth,0.8284412418,6.780903491,8.733327343,3790,1,full_before_split,split_separate
bagEarth,0.8284356798,6.971265946,8.803759422,3659,1,full_before_split,split_separate
bagEarth,0.8284301849,7.045194924,8.821068825,3577,1,full_before_split,split_separate
bagEarth,0.8284121619,6.754155072,8.725464981,748,1,full_before_split,split_separate
bagEarth,0.8283960268,6.784899409,8.512761907,2813,1,full_before_split,split_separate
bagEarth,0.8283501927,7.291851896,8.958811274,1452,1,full_before_split,split_separate
bagEarth,0.8282936,6.595687703,8.56099853,2916,1,full_before_split,split_separate
bagEarth,0.828281584,6.802136043,8.764251742,2230,1,full_before_split,split_separate
bagEarth,0.8282407034,7.178858316,8.836143256,351,1,full_before_split,split_separate
bagEarth,0.8282330931,7.108607844,8.511840072,670,1,full_before_split,split_separate
bagEarth,0.8282236344,6.995903688,8.866551485,2446,1,full_before_split,split_separate
bagEarth,0.8281937782,7.094270912,8.880868668,3786,1,full_before_split,split_separate
bagEarth,0.8281681482,7.189951302,9.097434206,3352,1,full_before_split,split_separate
bagEarth,0.8281582194,7.06717557,8.93092073,3526,1,full_before_split,split_separate
bagEarth,0.8281343744,6.889623309,8.88552165,157,1,full_before_split,split_separate
bagEarth,0.8281305771,6.616821165,8.736592389,3832,1,full_before_split,split_separate
bagEarth,0.8281058046,6.772751324,8.839533334,3109,1,full_before_split,split_separate
bagEarth,0.8281019668,7.383173136,8.828797762,1389,1,full_before_split,split_separate
bagEarth,0.8280521822,7.16561266,8.758464228,2251,1,full_before_split,split_separate
bagEarth,0.8280431565,6.840434257,8.7469085,2516,1,full_before_split,split_separate
bagEarth,0.8280174285,7.214732306,8.709239632,2603,1,full_before_split,split_separate
bagEarth,0.8280154791,6.770321841,8.785350488,1547,1,full_before_split,split_separate
bagEarth,0.8280059221,7.140427221,8.855456018,1309,1,full_before_split,split_separate
bagEarth,0.8279920249,6.45255879,8.420378842,1023,1,full_before_split,split_separate
bagEarth,0.8279348592,7.463212133,8.910169072,3315,1,full_before_split,split_separate
bagEarth,0.8279303153,6.887703288,8.703018814,1886,1,full_before_split,split_separate
bagEarth,0.8279286142,6.996501385,8.980126893,1699,1,full_before_split,split_separate
bagEarth,0.827919621,7.247962697,8.757684427,1148,1,full_before_split,split_separate
bagEarth,0.8278602111,6.613650025,8.687746319,1974,1,full_before_split,split_separate
bagEarth,0.8278382226,6.861424796,8.796583354,2487,1,full_before_split,split_separate
bagEarth,0.8278219127,6.828966286,8.857858067,498,1,full_before_split,split_separate
bagEarth,0.8278193443,6.815164482,8.638640029,521,1,full_before_split,split_separate
bagEarth,0.8277715944,6.95669871,8.976074302,2214,1,full_before_split,split_separate
bagEarth,0.8277672341,6.910424421,8.503675821,2016,1,full_before_split,split_separate
bagEarth,0.8277478895,7.029270957,8.875540105,2727,1,full_before_split,split_separate
bagEarth,0.8277467907,6.590920583,8.761235605,2430,1,full_before_split,split_separate
bagEarth,0.8277332263,7.184645201,8.971522587,1895,1,full_before_split,split_separate
bagEarth,0.8277309387,6.865371854,8.679617122,1792,1,full_before_split,split_separate
bagEarth,0.8276647172,7.185486915,9.023307043,3969,1,full_before_split,split_separate
bagEarth,0.8276573192,7.061738307,8.870175296,684,1,full_before_split,split_separate
bagEarth,0.82764838,7.019526642,8.80041216,2426,1,full_before_split,split_separate
bagEarth,0.8276364485,7.157083098,8.801731447,2119,1,full_before_split,split_separate
bagEarth,0.827621621,7.168322562,8.96079478,2936,1,full_before_split,split_separate
bagEarth,0.8276099837,7.053904042,8.922994839,2355,1,full_before_split,split_separate
bagEarth,0.8276017456,6.395438953,8.684069662,3459,1,full_before_split,split_separate
bagEarth,0.8276009853,6.699848799,8.863536154,3962,1,full_before_split,split_separate
bagEarth,0.8275669297,6.942105387,8.782112648,476,1,full_before_split,split_separate
bagEarth,0.8275655487,7.043448802,8.706125087,907,1,full_before_split,split_separate
bagEarth,0.8275500095,6.496883689,8.64938992,1239,1,full_before_split,split_separate
bagEarth,0.8275414849,7.181170543,8.66216802,3446,1,full_before_split,split_separate
bagEarth,0.8275230687,6.611641072,8.419415446,3581,1,full_before_split,split_separate
bagEarth,0.8275104845,6.797401499,8.643720406,909,1,full_before_split,split_separate
bagEarth,0.8274880789,6.465607181,8.681916447,3287,1,full_before_split,split_separate
bagEarth,0.8274782611,6.546355628,8.510510931,221,1,full_before_split,split_separate
bagEarth,0.8274562714,6.758729723,8.618050684,4000,1,full_before_split,split_separate
bagEarth,0.827413781,6.725379679,8.733132311,3477,1,full_before_split,split_separate
bagEarth,0.8273365062,6.612918303,8.60492024,790,1,full_before_split,split_separate
bagEarth,0.8273234426,6.713800031,8.660207418,1188,1,full_before_split,split_separate
bagEarth,0.8273128738,6.754301953,8.608685715,3425,1,full_before_split,split_separate
bagEarth,0.8272827962,7.146188058,9.011283737,3215,1,full_before_split,split_separate
bagEarth,0.8272629289,7.319836777,9.012383441,3363,1,full_before_split,split_separate
bagEarth,0.8272585898,6.611179512,8.479539323,495,1,full_before_split,split_separate
bagEarth,0.8272510871,6.920059527,8.716977249,111,1,full_before_split,split_separate
bagEarth,0.8272402629,6.70639643,8.577901351,217,1,full_before_split,split_separate
bagEarth,0.8271812222,6.994966221,8.981693567,804,1,full_before_split,split_separate
bagEarth,0.8271280578,7.164596155,8.729164536,1012,1,full_before_split,split_separate
bagEarth,0.8270573836,6.979046516,9.028567024,60,1,full_before_split,split_separate
bagEarth,0.8270553178,7.095711602,8.918106694,2863,1,full_before_split,split_separate
bagEarth,0.8270462999,6.749011184,8.771180209,1526,1,full_before_split,split_separate
bagEarth,0.8270085806,6.749220212,8.801997459,2922,1,full_before_split,split_separate
bagEarth,0.826989004,6.956899384,8.813900683,2201,1,full_before_split,split_separate
bagEarth,0.8269731409,6.806043114,8.656253381,1742,1,full_before_split,split_separate
bagEarth,0.8269308551,6.844951852,8.764928609,1571,1,full_before_split,split_separate
bagEarth,0.8268686132,6.876462851,8.779809236,1249,1,full_before_split,split_separate
bagEarth,0.8268664287,6.849300455,8.742251344,1545,1,full_before_split,split_separate
bagEarth,0.8268524562,7.151047555,8.939883634,2721,1,full_before_split,split_separate
bagEarth,0.8268487412,7.356266503,9.026320967,2763,1,full_before_split,split_separate
bagEarth,0.8268366132,6.641928814,8.645453161,1128,1,full_before_split,split_separate
bagEarth,0.8268009591,7.121176481,8.85623801,1045,1,full_before_split,split_separate
bagEarth,0.8267992173,7.090918548,8.741032089,2113,1,full_before_split,split_separate
bagEarth,0.8267880757,6.850633668,8.766111423,3031,1,full_before_split,split_separate
bagEarth,0.826766766,7.102511789,8.722412674,3304,1,full_before_split,split_separate
bagEarth,0.8267473594,6.965508194,8.951700559,3960,1,full_before_split,split_separate
bagEarth,0.8267308225,7.008537741,9.096569243,2968,1,full_before_split,split_separate
bagEarth,0.8267295627,6.859666127,8.621413468,1078,1,full_before_split,split_separate
bagEarth,0.8266921753,7.04350049,8.795229215,23,1,full_before_split,split_separate
bagEarth,0.8266739286,6.707517631,8.847083787,2160,1,full_before_split,split_separate
bagEarth,0.8266403063,6.950781423,8.818641654,22,1,full_before_split,split_separate
bagEarth,0.8266373836,7.294785239,9.0415801,3264,1,full_before_split,split_separate
bagEarth,0.8266354226,7.45037122,8.996123894,340,1,full_before_split,split_separate
bagEarth,0.826635125,6.963816001,8.544522811,3100,1,full_before_split,split_separate
bagEarth,0.8266342229,6.676686725,8.648366393,2354,1,full_before_split,split_separate
bagEarth,0.826628041,6.794829164,8.853120958,1765,1,full_before_split,split_separate
bagEarth,0.8265834748,6.675262953,8.699387122,30,1,full_before_split,split_separate
bagEarth,0.8265712834,6.849622511,8.979966875,3846,1,full_before_split,split_separate
bagEarth,0.8265425556,7.106209637,9.063412459,1655,1,full_before_split,split_separate
bagEarth,0.8265129697,7.036619318,8.675034133,2294,1,full_before_split,split_separate
bagEarth,0.8265062308,7.145060869,8.871899326,450,1,full_before_split,split_separate
bagEarth,0.8264999446,7.234433229,9.049255169,3966,1,full_before_split,split_separate
bagEarth,0.8264769919,7.218735126,8.800987738,602,1,full_before_split,split_separate
bagEarth,0.8264102977,7.05451597,8.801484317,2244,1,full_before_split,split_separate
bagEarth,0.8263857526,6.960428305,8.628520546,168,1,full_before_split,split_separate
bagEarth,0.8263840411,6.82789951,8.934030373,353,1,full_before_split,split_separate
bagEarth,0.8263792213,6.722889762,8.730755815,3150,1,full_before_split,split_separate
bagEarth,0.8263789398,6.490053981,8.56810226,2188,1,full_before_split,split_separate
bagEarth,0.8263573964,6.836448363,8.621081086,1353,1,full_before_split,split_separate
bagEarth,0.8262768986,7.266611174,9.000578968,309,1,full_before_split,split_separate
bagEarth,0.8262552441,6.967487901,8.838422355,3330,1,full_before_split,split_separate
bagEarth,0.8261948298,7.122196693,8.878757882,2764,1,full_before_split,split_separate
bagEarth,0.8261750472,7.274687071,9.018512798,3259,1,full_before_split,split_separate
bagEarth,0.826170966,7.03180037,8.808026687,1168,1,full_before_split,split_separate
bagEarth,0.8261050693,6.661014073,8.691425319,1142,1,full_before_split,split_separate
bagEarth,0.8260516779,6.415724408,8.356518552,1679,1,full_before_split,split_separate
bagEarth,0.8260281659,7.20194724,9.035375465,3258,1,full_before_split,split_separate
bagEarth,0.8259735664,7.122597758,8.905042198,45,1,full_before_split,split_separate
bagEarth,0.8259569789,7.087304231,8.945536193,2197,1,full_before_split,split_separate
bagEarth,0.8259229814,7.45848599,9.128682466,75,1,full_before_split,split_separate
bagEarth,0.8259048437,7.569291213,9.315467727,3871,1,full_before_split,split_separate
bagEarth,0.8258997108,7.262137872,9.0387003,2076,1,full_before_split,split_separate
bagEarth,0.8258702482,6.771708536,8.59574357,3253,1,full_before_split,split_separate
bagEarth,0.8258501086,6.650551574,8.701911247,1183,1,full_before_split,split_separate
bagEarth,0.8257436534,7.155705897,8.92513602,1424,1,full_before_split,split_separate
bagEarth,0.8257206102,6.995882319,8.650289879,728,1,full_before_split,split_separate
bagEarth,0.8256806059,7.042029261,8.952487456,1327,1,full_before_split,split_separate
bagEarth,0.825675977,6.86576803,8.519754503,3924,1,full_before_split,split_separate
bagEarth,0.8256550282,7.108988734,8.856815952,906,1,full_before_split,split_separate
bagEarth,0.8255649897,7.346434888,9.016318973,3333,1,full_before_split,split_separate
bagEarth,0.8255445602,6.815268851,8.634554449,2798,1,full_before_split,split_separate
bagEarth,0.8255310474,6.734629842,8.838223912,2829,1,full_before_split,split_separate
bagEarth,0.8255128685,6.902430389,9.029398326,2198,1,full_before_split,split_separate
bagEarth,0.8254994187,7.390289928,9.125849252,411,1,full_before_split,split_separate
bagEarth,0.8254953295,6.761361967,8.756193602,3543,1,full_before_split,split_separate
bagEarth,0.8254943927,7.170093292,8.882176497,2175,1,full_before_split,split_separate
bagEarth,0.8254793474,6.862670353,8.905315829,2420,1,full_before_split,split_separate
bagEarth,0.8254789368,6.872027405,8.898552378,2978,1,full_before_split,split_separate
bagEarth,0.8254501613,6.827187943,8.731457665,1359,1,full_before_split,split_separate
bagEarth,0.8253952663,7.13632158,9.025100943,2275,1,full_before_split,split_separate
bagEarth,0.8253903878,6.349571517,8.584214558,1474,1,full_before_split,split_separate
bagEarth,0.8253861813,6.77168038,8.659369966,611,1,full_before_split,split_separate
bagEarth,0.825321523,6.962530794,8.833653173,3161,1,full_before_split,split_separate
bagEarth,0.8252825488,6.42126424,9.016701377,2711,1,full_before_split,split_separate
bagEarth,0.8252761713,6.835187167,8.832949262,487,1,full_before_split,split_separate
bagEarth,0.8252730832,6.928629287,8.907417854,2413,1,full_before_split,split_separate
bagEarth,0.825245659,6.974156328,8.905662842,3452,1,full_before_split,split_separate
bagEarth,0.8251885641,6.969294945,8.777270931,1445,1,full_before_split,split_separate
bagEarth,0.8251705404,7.348007303,9.174869566,1807,1,full_before_split,split_separate
bagEarth,0.8251169906,7.033550624,8.943365833,2046,1,full_before_split,split_separate
bagEarth,0.8250958856,7.121482378,8.834783735,3233,1,full_before_split,split_separate
bagEarth,0.8250949388,6.708319357,8.7708469,1955,1,full_before_split,split_separate
bagEarth,0.8250941488,7.226921493,8.974478579,3910,1,full_before_split,split_separate
bagEarth,0.8250763272,7.045522875,8.686516335,760,1,full_before_split,split_separate
bagEarth,0.8250662642,7.078024239,8.937545315,3632,1,full_before_split,split_separate
bagEarth,0.8250007048,6.858100535,8.797399345,2873,1,full_before_split,split_separate
bagEarth,0.8249965769,7.107062798,8.702060451,2832,1,full_before_split,split_separate
bagEarth,0.8249960453,7.254940794,9.164829884,73,1,full_before_split,split_separate
bagEarth,0.8249799888,6.622087695,8.593179668,2576,1,full_before_split,split_separate
bagEarth,0.8249791734,7.066806852,8.581847347,3464,1,full_before_split,split_separate
bagEarth,0.8249381093,7.098270012,8.825308842,2100,1,full_before_split,split_separate
bagEarth,0.8249278086,6.992979,9.015757883,2880,1,full_before_split,split_separate
bagEarth,0.8249273943,7.219920388,8.963682155,87,1,full_before_split,split_separate
bagEarth,0.8249160239,6.998338609,8.746411196,1446,1,full_before_split,split_separate
bagEarth,0.8249064608,6.908332834,8.803056419,1860,1,full_before_split,split_separate
bagEarth,0.8248872094,7.280056822,9.009568011,2469,1,full_before_split,split_separate
bagEarth,0.824878944,7.212265462,8.708789624,2334,1,full_before_split,split_separate
bagEarth,0.824877951,6.996092855,8.815305693,1264,1,full_before_split,split_separate
bagEarth,0.8248510314,6.779060531,8.767197273,2973,1,full_before_split,split_separate
bagEarth,0.824823678,7.605042125,9.097371743,554,1,full_before_split,split_separate
bagEarth,0.8247883968,6.663487639,8.76115155,2216,1,full_before_split,split_separate
bagEarth,0.824787093,6.906788244,8.589371172,3699,1,full_before_split,split_separate
bagEarth,0.8247810414,7.221230114,8.90157056,2299,1,full_before_split,split_separate
bagEarth,0.8247128299,7.161291279,8.71458485,3478,1,full_before_split,split_separate
bagEarth,0.8247127875,7.12767619,8.983832604,2062,1,full_before_split,split_separate
bagEarth,0.8246981476,6.911040025,8.889314898,2344,1,full_before_split,split_separate
bagEarth,0.8246548401,7.073913912,8.952753323,3152,1,full_before_split,split_separate
bagEarth,0.8246089875,7.353434842,9.392285895,2701,1,full_before_split,split_separate
bagEarth,0.8245901304,6.891909528,8.832021467,1576,1,full_before_split,split_separate
bagEarth,0.8245834261,7.20913038,8.854237788,2341,1,full_before_split,split_separate
bagEarth,0.8245555061,6.653953706,8.636677785,2445,1,full_before_split,split_separate
bagEarth,0.8245296911,7.20642693,9.045602637,2482,1,full_before_split,split_separate
bagEarth,0.8245282351,6.930254967,8.593268047,2780,1,full_before_split,split_separate
bagEarth,0.8244907133,6.267519406,8.531951831,488,1,full_before_split,split_separate
bagEarth,0.8244604533,6.95613728,8.888743179,2943,1,full_before_split,split_separate
bagEarth,0.8244441826,7.151556807,8.934123174,3135,1,full_before_split,split_separate
bagEarth,0.8244393973,7.698943098,9.465560167,883,1,full_before_split,split_separate
