Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
978,1,svmLinear3,0.7536375497,7.689867928,,,,,,,,,,
3452,1,svmLinear3,0.7536434601,8.022119956,,,,,,,,,,
2946,1,svmLinear3,0.7536448733,7.849645946,,,,,,,,,,
2287,1,svmLinear3,0.7536566736,8.106189098,,,,,,,,,,
185,1,svmLinear3,0.7536608056,8.00249371,,,,,,,,,,
2636,1,svmLinear3,0.7536757509,7.625801315,,,,,,,,,,
2968,1,svmLinear3,0.7537256715,8.330844593,,,,,,,,,,
1454,1,svmLinear3,0.7537348466,7.669445852,,,,,,,,,,
2731,1,svmLinear3,0.7537664297,8.359721828,,,,,,,,,,
3114,1,svmLinear3,0.7538212357,8.391291836,,,,,,,,,,
3399,1,svmLinear3,0.7538437669,8.180339157,,,,,,,,,,
1615,1,svmLinear3,0.7538737683,7.992140779,,,,,,,,,,
2020,1,svmLinear3,0.7538741823,8.139351119,,,,,,,,,,
3665,1,svmLinear3,0.7538829933,7.780548371,,,,,,,,,,
2792,1,svmLinear3,0.7538998256,7.699086988,,,,,,,,,,
1737,1,svmLinear3,0.7539000545,7.778363205,,,,,,,,,,
2504,1,svmLinear3,0.7539240906,8.1448165,,,,,,,,,,
1577,1,svmLinear3,0.7539457287,7.894600584,,,,,,,,,,
2375,1,svmLinear3,0.7539572391,7.919753483,,,,,,,,,,
2724,1,svmLinear3,0.7540300817,7.95724494,,,,,,,,,,
132,1,svmLinear3,0.7540555603,8.072934884,,,,,,,,,,
791,1,svmLinear3,0.7540589068,8.000017307,,,,,,,,,,
1411,1,svmLinear3,0.7540731482,8.176830969,,,,,,,,,,
200,1,svmLinear3,0.7540854663,7.583399905,,,,,,,,,,
3868,1,svmLinear3,0.7541016995,7.70840029,,,,,,,,,,
3404,1,svmLinear3,0.7541233873,7.865010107,,,,,,,,,,
847,1,svmLinear3,0.7541394746,8.251819831,,,,,,,,,,
170,1,svmLinear3,0.7541641032,8.593926477,,,,,,,,,,
2936,1,svmLinear3,0.7541743049,7.91861025,,,,,,,,,,
3051,1,svmLinear3,0.7541831918,8.08922809,,,,,,,,,,
288,1,svmLinear3,0.7542115902,8.01064626,,,,,,,,,,
398,1,svmLinear3,0.7542416325,8.085366518,,,,,,,,,,
1109,1,svmLinear3,0.7543182346,8.036705066,,,,,,,,,,
982,1,svmLinear3,0.7543302302,8.472152634,,,,,,,,,,
201,1,svmLinear3,0.7543387712,8.267580035,,,,,,,,,,
3154,1,svmLinear3,0.7543767181,8.149613755,,,,,,,,,,
282,1,svmLinear3,0.7543781974,8.212728181,,,,,,,,,,
2283,1,svmLinear3,0.7544245105,7.985354419,,,,,,,,,,
3503,1,svmLinear3,0.7544462351,7.949277486,,,,,,,,,,
3576,1,svmLinear3,0.7544564688,8.122834373,,,,,,,,,,
1321,1,svmLinear3,0.7544705657,7.811252069,,,,,,,,,,
877,1,svmLinear3,0.7544902865,7.688311616,,,,,,,,,,
1821,1,svmLinear3,0.7544934761,7.736688791,,,,,,,,,,
1270,1,svmLinear3,0.754501822,8.156137067,,,,,,,,,,
2174,1,svmLinear3,0.754522024,8.158348153,,,,,,,,,,
3890,1,svmLinear3,0.7545743465,8.369583194,,,,,,,,,,
531,1,svmLinear3,0.7545897695,7.878306281,,,,,,,,,,
3231,1,svmLinear3,0.7546068262,7.984733836,,,,,,,,,,
557,1,svmLinear3,0.7546494713,7.976019993,,,,,,,,,,
443,1,svmLinear3,0.754701296,8.51411623,,,,,,,,,,
1789,1,svmLinear3,0.7547443035,8.602041131,,,,,,,,,,
2037,1,svmLinear3,0.7547489493,8.340198411,,,,,,,,,,
3238,1,svmLinear3,0.7547727183,8.199172609,,,,,,,,,,
817,1,svmLinear3,0.7547970741,8.170850013,,,,,,,,,,
1374,1,svmLinear3,0.7547993762,7.744166549,,,,,,,,,,
1008,1,svmLinear3,0.7548098394,8.181677763,,,,,,,,,,
1295,1,svmLinear3,0.7548742399,7.963882927,,,,,,,,,,
683,1,svmLinear3,0.7548982516,8.063258852,,,,,,,,,,
782,1,svmLinear3,0.7549407084,8.337268251,,,,,,,,,,
2268,1,svmLinear3,0.7549535335,8.015614489,,,,,,,,,,
552,1,svmLinear3,0.7549905192,7.982040775,,,,,,,,,,
3933,1,svmLinear3,0.7549975582,8.004090194,,,,,,,,,,
3121,1,svmLinear3,0.7549998748,8.167111236,,,,,,,,,,
1568,1,svmLinear3,0.7550137627,8.131631482,,,,,,,,,,
1604,1,svmLinear3,0.755016796,8.064425156,,,,,,,,,,
1272,1,svmLinear3,0.7550784392,7.879886041,,,,,,,,,,
206,1,svmLinear3,0.7550824917,7.798606337,,,,,,,,,,
542,1,svmLinear3,0.755122254,7.985284016,,,,,,,,,,
1402,1,svmLinear3,0.7551327371,7.590818529,,,,,,,,,,
1870,1,svmLinear3,0.7551465857,7.713078506,,,,,,,,,,
3339,1,svmLinear3,0.7551589999,7.914485531,,,,,,,,,,
3033,1,svmLinear3,0.7551930808,8.018995955,,,,,,,,,,
3791,1,svmLinear3,0.7552262307,7.694296471,,,,,,,,,,
1408,1,svmLinear3,0.7552463226,8.124998632,,,,,,,,,,
313,1,svmLinear3,0.7552516616,7.757998144,,,,,,,,,,
1315,1,svmLinear3,0.7552591877,8.23983889,,,,,,,,,,
3845,1,svmLinear3,0.7552780414,7.955165457,,,,,,,,,,
3125,1,svmLinear3,0.7552926559,7.885898615,,,,,,,,,,
1927,1,svmLinear3,0.7552927887,8.136166752,,,,,,,,,,
3216,1,svmLinear3,0.755326512,7.918276593,,,,,,,,,,
1031,1,svmLinear3,0.7553310625,7.820262072,,,,,,,,,,
523,1,svmLinear3,0.7553441683,8.323808801,,,,,,,,,,
3317,1,svmLinear3,0.7553444961,7.526547216,,,,,,,,,,
2407,1,svmLinear3,0.7553877923,7.886216929,,,,,,,,,,
3476,1,svmLinear3,0.7554067919,7.69867079,,,,,,,,,,
1441,1,svmLinear3,0.7554212896,7.909171452,,,,,,,,,,
2938,1,svmLinear3,0.7554325306,7.930838034,,,,,,,,,,
1323,1,svmLinear3,0.7554695064,8.503778807,,,,,,,,,,
2359,1,svmLinear3,0.7554762561,8.324607376,,,,,,,,,,
1848,1,svmLinear3,0.7555075835,8.031001117,,,,,,,,,,
3674,1,svmLinear3,0.7555127825,8.086634143,,,,,,,,,,
727,1,svmLinear3,0.7555714681,8.210115826,,,,,,,,,,
796,1,svmLinear3,0.7555963947,8.326687914,,,,,,,,,,
1942,1,svmLinear3,0.7557097985,8.012986546,,,,,,,,,,
1517,1,svmLinear3,0.7557264545,7.933476455,,,,,,,,,,
849,1,svmLinear3,0.7557589387,7.879329582,,,,,,,,,,
1445,1,svmLinear3,0.7557710053,8.217986961,,,,,,,,,,
1032,1,svmLinear3,0.7557845052,7.747874335,,,,,,,,,,
3480,1,svmLinear3,0.7558129768,7.630539313,,,,,,,,,,
985,1,svmLinear3,0.7558369743,7.48620136,,,,,,,,,,
2952,1,svmLinear3,0.7558383791,8.343568021,,,,,,,,,,
83,1,svmLinear3,0.7558388841,8.133919215,,,,,,,,,,
2417,1,svmLinear3,0.7558409987,8.059400994,,,,,,,,,,
2862,1,svmLinear3,0.7559310907,8.130151354,,,,,,,,,,
326,1,svmLinear3,0.7559590662,7.779962626,,,,,,,,,,
2764,1,svmLinear3,0.7559755813,8.375498662,,,,,,,,,,
2177,1,svmLinear3,0.7559769005,8.020316704,,,,,,,,,,
2854,1,svmLinear3,0.7560314208,8.114627825,,,,,,,,,,
2497,1,svmLinear3,0.7560339544,7.865859336,,,,,,,,,,
2774,1,svmLinear3,0.7560468343,7.671033557,,,,,,,,,,
1203,1,svmLinear3,0.7560745456,7.928429895,,,,,,,,,,
2799,1,svmLinear3,0.7560929156,7.969875855,,,,,,,,,,
1000,1,svmLinear3,0.7561389436,8.112627263,,,,,,,,,,
2666,1,svmLinear3,0.7561437796,8.018417663,,,,,,,,,,
3159,1,svmLinear3,0.7561490116,7.803140917,,,,,,,,,,
845,1,svmLinear3,0.7561511074,8.248714619,,,,,,,,,,
2321,1,svmLinear3,0.7561681422,7.87114559,,,,,,,,,,
3298,1,svmLinear3,0.7561751403,7.581503947,,,,,,,,,,
1289,1,svmLinear3,0.7561825117,8.003412843,,,,,,,,,,
2558,1,svmLinear3,0.756208508,8.04834796,,,,,,,,,,
3054,1,svmLinear3,0.756236556,7.871134594,,,,,,,,,,
1944,1,svmLinear3,0.7562548254,8.240667707,,,,,,,,,,
3255,1,svmLinear3,0.7562653113,8.016486064,,,,,,,,,,
59,1,svmLinear3,0.7562763952,8.155711964,,,,,,,,,,
444,1,svmLinear3,0.7562865624,7.836788565,,,,,,,,,,
3047,1,svmLinear3,0.7563219909,8.1703964,,,,,,,,,,
1009,1,svmLinear3,0.7563301303,7.992413002,,,,,,,,,,
2361,1,svmLinear3,0.7563320729,8.175067035,,,,,,,,,,
842,1,svmLinear3,0.7563556318,7.763107063,,,,,,,,,,
2245,1,svmLinear3,0.7563702289,8.463142335,,,,,,,,,,
1564,1,svmLinear3,0.7564486053,8.41355129,,,,,,,,,,
1182,1,svmLinear3,0.7564782353,8.259251935,,,,,,,,,,
2863,1,svmLinear3,0.7565015767,8.203508006,,,,,,,,,,
1076,1,svmLinear3,0.7565112925,8.197050859,,,,,,,,,,
3514,1,svmLinear3,0.7565268779,8.265004174,,,,,,,,,,
3069,1,svmLinear3,0.756536834,8.207893199,,,,,,,,,,
600,1,svmLinear3,0.7565452186,7.944934747,,,,,,,,,,
1391,1,svmLinear3,0.75655677,7.813546945,,,,,,,,,,
1446,1,svmLinear3,0.7565810846,7.895723918,,,,,,,,,,
2546,1,svmLinear3,0.7566169498,7.999718127,,,,,,,,,,
1316,1,svmLinear3,0.7566453284,7.940347713,,,,,,,,,,
2627,1,svmLinear3,0.7566881623,8.296934968,,,,,,,,,,
3916,1,svmLinear3,0.7566888299,7.886897435,,,,,,,,,,
1271,1,svmLinear3,0.7566953163,8.062972251,,,,,,,,,,
3352,1,svmLinear3,0.7567101319,8.111068897,,,,,,,,,,
1518,1,svmLinear3,0.7567157853,7.978855212,,,,,,,,,,
656,1,svmLinear3,0.756765159,7.931414728,,,,,,,,,,
1337,1,svmLinear3,0.7567741802,7.924995607,,,,,,,,,,
29,1,svmLinear3,0.7567912082,7.961179904,,,,,,,,,,
2560,1,svmLinear3,0.7568100199,7.715908676,,,,,,,,,,
492,1,svmLinear3,0.7568156754,7.904915385,,,,,,,,,,
3940,1,svmLinear3,0.7568338088,7.710483059,,,,,,,,,,
2308,1,svmLinear3,0.7568729146,7.942812066,,,,,,,,,,
2340,1,svmLinear3,0.7568730613,7.932426783,,,,,,,,,,
3841,1,svmLinear3,0.7569132908,8.133128567,,,,,,,,,,
277,1,svmLinear3,0.7569319605,8.041753096,,,,,,,,,,
2888,1,svmLinear3,0.7569519393,7.507402445,,,,,,,,,,
543,1,svmLinear3,0.7570316891,8.350078096,,,,,,,,,,
3246,1,svmLinear3,0.7570343205,8.192596738,,,,,,,,,,
2670,1,svmLinear3,0.7570345469,7.656051633,,,,,,,,,,
2652,1,svmLinear3,0.7570831865,8.223308813,,,,,,,,,,
3020,1,svmLinear3,0.7570895211,8.09288169,,,,,,,,,,
722,1,svmLinear3,0.7570973199,7.798954391,,,,,,,,,,
1344,1,svmLinear3,0.7571062822,7.898817797,,,,,,,,,,
2609,1,svmLinear3,0.7571219311,8.040521311,,,,,,,,,,
501,1,svmLinear3,0.7571635782,7.812322016,,,,,,,,,,
3595,1,svmLinear3,0.7571922998,7.731048312,,,,,,,,,,
233,1,svmLinear3,0.7572525371,8.036863665,,,,,,,,,,
3357,1,svmLinear3,0.757256137,7.865187624,,,,,,,,,,
3095,1,svmLinear3,0.7572693546,7.957425836,,,,,,,,,,
2887,1,svmLinear3,0.7573024143,8.463392936,,,,,,,,,,
1582,1,svmLinear3,0.7573226744,8.276310876,,,,,,,,,,
2974,1,svmLinear3,0.7573584398,7.641329517,,,,,,,,,,
1512,1,svmLinear3,0.7574060149,8.007827069,,,,,,,,,,
2691,1,svmLinear3,0.7574252817,7.903740592,,,,,,,,,,
3084,1,svmLinear3,0.7574835735,8.138329679,,,,,,,,,,
3977,1,svmLinear3,0.7574838728,7.987453614,,,,,,,,,,
2614,1,svmLinear3,0.7575494881,8.332912945,,,,,,,,,,
3296,1,svmLinear3,0.7575969608,8.212565339,,,,,,,,,,
186,1,svmLinear3,0.7576048028,8.222280158,,,,,,,,,,
1528,1,svmLinear3,0.7576388304,7.896311719,,,,,,,,,,
2108,1,svmLinear3,0.7576637446,8.349993637,,,,,,,,,,
1278,1,svmLinear3,0.7577391558,8.049524154,,,,,,,,,,
2103,1,svmLinear3,0.7577438481,7.985332295,,,,,,,,,,
1929,1,svmLinear3,0.7577799482,8.184419623,,,,,,,,,,
3832,1,svmLinear3,0.7577939977,7.967922008,,,,,,,,,,
3852,1,svmLinear3,0.7578297881,7.94110999,,,,,,,,,,
404,1,svmLinear3,0.757871163,7.774776707,,,,,,,,,,
2700,1,svmLinear3,0.7578756591,7.936515751,,,,,,,,,,
967,1,svmLinear3,0.7579482864,7.951158576,,,,,,,,,,
3044,1,svmLinear3,0.7579707598,8.379843471,,,,,,,,,,
322,1,svmLinear3,0.7580603933,8.092814887,,,,,,,,,,
3950,1,svmLinear3,0.7580699731,8.195656813,,,,,,,,,,
2499,1,svmLinear3,0.7580786367,8.159934917,,,,,,,,,,
825,1,svmLinear3,0.7581097286,8.165567222,,,,,,,,,,
2080,1,svmLinear3,0.7581172325,7.753100433,,,,,,,,,,
1831,1,svmLinear3,0.7581403307,7.887879749,,,,,,,,,,
1025,1,svmLinear3,0.758164862,8.218424266,,,,,,,,,,
2105,1,svmLinear3,0.758175834,8.24627198,,,,,,,,,,
2001,1,svmLinear3,0.7581822766,8.284345121,,,,,,,,,,
2046,1,svmLinear3,0.7581879303,7.829168104,,,,,,,,,,
1072,1,svmLinear3,0.7582701121,7.904324325,,,,,,,,,,
357,1,svmLinear3,0.758280697,7.94845472,,,,,,,,,,
54,1,svmLinear3,0.7582838928,8.226149515,,,,,,,,,,
835,1,svmLinear3,0.7582851433,8.09688347,,,,,,,,,,
2205,1,svmLinear3,0.7583177943,8.00627728,,,,,,,,,,
3189,1,svmLinear3,0.7583222314,8.153891186,,,,,,,,,,
3315,1,svmLinear3,0.7583725905,8.002583867,,,,,,,,,,
2760,1,svmLinear3,0.7584024381,8.148134732,,,,,,,,,,
922,1,svmLinear3,0.7584052483,8.066052546,,,,,,,,,,
3883,1,svmLinear3,0.7584228227,7.70376307,,,,,,,,,,
3925,1,svmLinear3,0.7584613811,7.954722049,,,,,,,,,,
1934,1,svmLinear3,0.7584702736,7.850186367,,,,,,,,,,
561,1,svmLinear3,0.7584797492,7.990490817,,,,,,,,,,
3093,1,svmLinear3,0.7585003215,8.197213005,,,,,,,,,,
620,1,svmLinear3,0.7585604668,7.954569386,,,,,,,,,,
3616,1,svmLinear3,0.7585707599,8.321358594,,,,,,,,,,
3607,1,svmLinear3,0.7585768133,7.775243082,,,,,,,,,,
2034,1,svmLinear3,0.7585895241,8.160321358,,,,,,,,,,
1079,1,svmLinear3,0.7586680964,7.886961677,,,,,,,,,,
553,1,svmLinear3,0.7586754516,8.152241065,,,,,,,,,,
211,1,svmLinear3,0.7587401509,8.215249418,,,,,,,,,,
687,1,svmLinear3,0.7587482532,7.777045883,,,,,,,,,,
513,1,svmLinear3,0.7587784984,8.383573137,,,,,,,,,,
3776,1,svmLinear3,0.75878988,7.7070475,,,,,,,,,,
1167,1,svmLinear3,0.7587934882,7.709818092,,,,,,,,,,
1892,1,svmLinear3,0.7588121906,8.156758597,,,,,,,,,,
1649,1,svmLinear3,0.7588293023,7.79720996,,,,,,,,,,
373,1,svmLinear3,0.7588598996,8.142761574,,,,,,,,,,
1742,1,svmLinear3,0.7588604276,7.864188064,,,,,,,,,,
2171,1,svmLinear3,0.7588695655,7.899906421,,,,,,,,,,
2759,1,svmLinear3,0.7588863086,7.872901204,,,,,,,,,,
3446,1,svmLinear3,0.7589010009,8.21312265,,,,,,,,,,
146,1,svmLinear3,0.7589025042,7.828554635,,,,,,,,,,
1989,1,svmLinear3,0.758958254,8.172269462,,,,,,,,,,
992,1,svmLinear3,0.7589797366,7.883177683,,,,,,,,,,
1660,1,svmLinear3,0.7589804314,7.571153097,,,,,,,,,,
2200,1,svmLinear3,0.7589824195,8.245683976,,,,,,,,,,
221,1,svmLinear3,0.7590004071,8.179677161,,,,,,,,,,
335,1,svmLinear3,0.7590245453,8.250441101,,,,,,,,,,
2393,1,svmLinear3,0.7591113679,8.269130765,,,,,,,,,,
3071,1,svmLinear3,0.7591127477,7.683738098,,,,,,,,,,
684,1,svmLinear3,0.7591443047,8.447697398,,,,,,,,,,
12,1,svmLinear3,0.759177585,7.968266334,,,,,,,,,,
2003,1,svmLinear3,0.7591816395,7.993968931,,,,,,,,,,
3957,1,svmLinear3,0.7591849797,7.72226947,,,,,,,,,,
1786,1,svmLinear3,0.7591943744,7.827186109,,,,,,,,,,
3492,1,svmLinear3,0.7591979315,7.930186676,,,,,,,,,,
2467,1,svmLinear3,0.7592034339,7.709128485,,,,,,,,,,
764,1,svmLinear3,0.7592183618,8.013081055,,,,,,,,,,
3362,1,svmLinear3,0.7592243517,7.939640506,,,,,,,,,,
1782,1,svmLinear3,0.7592358153,7.927874681,,,,,,,,,,
2179,1,svmLinear3,0.7592762514,8.472198647,,,,,,,,,,
789,1,svmLinear3,0.7593340076,7.96156511,,,,,,,,,,
3098,1,svmLinear3,0.7593449027,7.89348243,,,,,,,,,,
3348,1,svmLinear3,0.7593511556,8.038449405,,,,,,,,,,
1147,1,svmLinear3,0.7593720266,8.010484516,,,,,,,,,,
437,1,svmLinear3,0.7594144528,7.97555355,,,,,,,,,,
3814,1,svmLinear3,0.7594187342,7.861872009,,,,,,,,,,
3768,1,svmLinear3,0.7595028465,8.264872774,,,,,,,,,,
815,1,svmLinear3,0.7595072232,8.211707266,,,,,,,,,,
950,1,svmLinear3,0.7595415277,7.993307358,,,,,,,,,,
1252,1,svmLinear3,0.7595632713,8.053150271,,,,,,,,,,
415,1,svmLinear3,0.7595753754,8.316401587,,,,,,,,,,
77,1,svmLinear3,0.759577426,8.058063814,,,,,,,,,,
3699,1,svmLinear3,0.7595901302,7.822348451,,,,,,,,,,
1735,1,svmLinear3,0.7595942675,8.018245145,,,,,,,,,,
3928,1,svmLinear3,0.7596165308,8.12148775,,,,,,,,,,
467,1,svmLinear3,0.7596591475,8.862601821,,,,,,,,,,
2439,1,svmLinear3,0.759740102,8.220903438,,,,,,,,,,
1340,1,svmLinear3,0.7597921912,8.112432911,,,,,,,,,,
952,1,svmLinear3,0.7598289876,8.120979361,,,,,,,,,,
366,1,svmLinear3,0.7598524413,7.911095085,,,,,,,,,,
2112,1,svmLinear3,0.7598574778,7.626239498,,,,,,,,,,
1609,1,svmLinear3,0.7598589747,7.855338104,,,,,,,,,,
20,1,svmLinear3,0.7598826898,8.330782889,,,,,,,,,,
3750,1,svmLinear3,0.7599120597,7.957869161,,,,,,,,,,
412,1,svmLinear3,0.7599190017,8.022664006,,,,,,,,,,
3520,1,svmLinear3,0.7599639804,7.651838515,,,,,,,,,,
3262,1,svmLinear3,0.7599719445,7.468900234,,,,,,,,,,
618,1,svmLinear3,0.7599742358,8.201206887,,,,,,,,,,
685,1,svmLinear3,0.7599838869,7.83896323,,,,,,,,,,
3017,1,svmLinear3,0.7600637532,8.261776167,,,,,,,,,,
1497,1,svmLinear3,0.7601045036,8.1363198,,,,,,,,,,
2751,1,svmLinear3,0.7601434772,8.017582389,,,,,,,,,,
1778,1,svmLinear3,0.7601503826,8.237633104,,,,,,,,,,
334,1,svmLinear3,0.7601665094,7.863264843,,,,,,,,,,
1823,1,svmLinear3,0.7601667861,7.956011947,,,,,,,,,,
3019,1,svmLinear3,0.7601841291,8.071086059,,,,,,,,,,
3861,1,svmLinear3,0.760211031,7.948549044,,,,,,,,,,
2850,1,svmLinear3,0.760216398,7.863003055,,,,,,,,,,
947,1,svmLinear3,0.7602366001,8.540171391,,,,,,,,,,
3762,1,svmLinear3,0.7602444548,7.977591101,,,,,,,,,,
631,1,svmLinear3,0.7602546607,7.743038384,,,,,,,,,,
2369,1,svmLinear3,0.760303714,8.2434726,,,,,,,,,,
993,1,svmLinear3,0.7603063218,7.820354358,,,,,,,,,,
3176,1,svmLinear3,0.7603211956,7.769606269,,,,,,,,,,
2086,1,svmLinear3,0.7603466151,8.565377387,,,,,,,,,,
1999,1,svmLinear3,0.7603552632,8.362684252,,,,,,,,,,
1006,1,svmLinear3,0.7603910373,7.989402136,,,,,,,,,,
3273,1,svmLinear3,0.7603911328,7.86065317,,,,,,,,,,
1138,1,svmLinear3,0.760425631,8.128384801,,,,,,,,,,
243,1,svmLinear3,0.7604260008,8.328143646,,,,,,,,,,
3350,1,svmLinear3,0.7604403502,7.807804448,,,,,,,,,,
2405,1,svmLinear3,0.7604446602,8.20178156,,,,,,,,,,
161,1,svmLinear3,0.7604854473,8.471991596,,,,,,,,,,
1357,1,svmLinear3,0.7604860073,7.901828192,,,,,,,,,,
997,1,svmLinear3,0.7604862194,7.747741393,,,,,,,,,,
1106,1,svmLinear3,0.7604881753,8.479613495,,,,,,,,,,
3970,1,svmLinear3,0.7604951439,8.2383063,,,,,,,,,,
664,1,svmLinear3,0.7605018805,8.108799911,,,,,,,,,,
2088,1,svmLinear3,0.7605150902,7.790472683,,,,,,,,,,
1026,1,svmLinear3,0.7605750033,8.08834423,,,,,,,,,,
3516,1,svmLinear3,0.7605794811,7.889214364,,,,,,,,,,
1095,1,svmLinear3,0.760601909,8.206863582,,,,,,,,,,
663,1,svmLinear3,0.7606316772,7.853928581,,,,,,,,,,
3226,1,svmLinear3,0.7606488982,8.224354919,,,,,,,,,,
3684,1,svmLinear3,0.7606751659,8.046165647,,,,,,,,,,
1995,1,svmLinear3,0.7607008082,7.701180154,,,,,,,,,,
1088,1,svmLinear3,0.7607221561,7.985760049,,,,,,,,,,
3830,1,svmLinear3,0.7607543935,8.108839006,,,,,,,,,,
2403,1,svmLinear3,0.7607820684,7.9886626,,,,,,,,,,
885,1,svmLinear3,0.7608048032,7.887375856,,,,,,,,,,
2023,1,svmLinear3,0.7608162163,8.402837989,,,,,,,,,,
2353,1,svmLinear3,0.7608792174,8.556868922,,,,,,,,,,
2571,1,svmLinear3,0.7608983984,7.564105272,,,,,,,,,,
1346,1,svmLinear3,0.7609112211,7.764997838,,,,,,,,,,
1248,1,svmLinear3,0.7609247914,8.118328078,,,,,,,,,,
1791,1,svmLinear3,0.7609275535,8.16134041,,,,,,,,,,
3330,1,svmLinear3,0.7609390219,8.080197983,,,,,,,,,,
2526,1,svmLinear3,0.7609809404,7.449717225,,,,,,,,,,
871,1,svmLinear3,0.7610324377,7.963605502,,,,,,,,,,
2147,1,svmLinear3,0.7610552323,8.327544508,,,,,,,,,,
1448,1,svmLinear3,0.7610743382,7.845679492,,,,,,,,,,
2740,1,svmLinear3,0.761088338,7.801000879,,,,,,,,,,
1129,1,svmLinear3,0.7611158666,7.858595872,,,,,,,,,,
2276,1,svmLinear3,0.7611351452,7.577365609,,,,,,,,,,
1880,1,svmLinear3,0.7611637662,7.557594302,,,,,,,,,,
3510,1,svmLinear3,0.7611845791,8.04123001,,,,,,,,,,
1593,1,svmLinear3,0.7612284118,7.497314775,,,,,,,,,,
372,1,svmLinear3,0.7612288226,8.003192789,,,,,,,,,,
3279,1,svmLinear3,0.761266447,7.988437679,,,,,,,,,,
1226,1,svmLinear3,0.7613072759,8.241347488,,,,,,,,,,
879,1,svmLinear3,0.7613115706,8.298183995,,,,,,,,,,
2914,1,svmLinear3,0.7613152661,8.030687963,,,,,,,,,,
2574,1,svmLinear3,0.761335082,8.003215077,,,,,,,,,,
2668,1,svmLinear3,0.761369568,7.720563882,,,,,,,,,,
249,1,svmLinear3,0.76138164,7.964140494,,,,,,,,,,
187,1,svmLinear3,0.7613899902,7.768995921,,,,,,,,,,
3258,1,svmLinear3,0.7614096348,7.869211175,,,,,,,,,,
1245,1,svmLinear3,0.7615051452,7.638958946,,,,,,,,,,
2972,1,svmLinear3,0.7615093205,7.759836104,,,,,,,,,,
1548,1,svmLinear3,0.7615273419,7.708646056,,,,,,,,,,
823,1,svmLinear3,0.7615366961,7.625820928,,,,,,,,,,
3393,1,svmLinear3,0.7615392629,7.727406723,,,,,,,,,,
3021,1,svmLinear3,0.7615402569,8.025891435,,,,,,,,,,
3430,1,svmLinear3,0.7615684662,7.813426481,,,,,,,,,,
3268,1,svmLinear3,0.7616375722,8.008308394,,,,,,,,,,
2348,1,svmLinear3,0.7616425586,7.868754766,,,,,,,,,,
2355,1,svmLinear3,0.7616529811,8.000800237,,,,,,,,,,
204,1,svmLinear3,0.7616819847,8.633172915,,,,,,,,,,
1034,1,svmLinear3,0.7616871205,8.108050881,,,,,,,,,,
168,1,svmLinear3,0.7616909096,7.674197823,,,,,,,,,,
1859,1,svmLinear3,0.761716005,8.14331652,,,,,,,,,,
307,1,svmLinear3,0.7617591697,7.716542982,,,,,,,,,,
3374,1,svmLinear3,0.7617648988,7.927574912,,,,,,,,,,
9,1,svmLinear3,0.761766061,8.23597292,,,,,,,,,,
3617,1,svmLinear3,0.7617685645,7.634020966,,,,,,,,,,
3537,1,svmLinear3,0.7617940509,8.040881246,,,,,,,,,,
499,1,svmLinear3,0.7619031147,8.777165625,,,,,,,,,,
681,1,svmLinear3,0.761904367,8.191353172,,,,,,,,,,
2116,1,svmLinear3,0.761911639,7.963363097,,,,,,,,,,
2443,1,svmLinear3,0.7619385868,8.152457914,,,,,,,,,,
3923,1,svmLinear3,0.761942493,7.803299852,,,,,,,,,,
2054,1,svmLinear3,0.7619642607,8.260086918,,,,,,,,,,
677,1,svmLinear3,0.7619730978,8.119073075,,,,,,,,,,
3639,1,svmLinear3,0.7619781159,8.262040155,,,,,,,,,,
2098,1,svmLinear3,0.7620309298,8.175698453,,,,,,,,,,
386,1,svmLinear3,0.7620427646,7.752275059,,,,,,,,,,
3547,1,svmLinear3,0.7620510762,8.233045266,,,,,,,,,,
908,1,svmLinear3,0.7621280886,7.799039302,,,,,,,,,,
1216,1,svmLinear3,0.7621366502,8.209565552,,,,,,,,,,
692,1,svmLinear3,0.7621380324,8.010757389,,,,,,,,,,
3126,1,svmLinear3,0.7621405966,7.65714077,,,,,,,,,,
2471,1,svmLinear3,0.7621512624,7.746516873,,,,,,,,,,
22,1,svmLinear3,0.7621614274,7.928421167,,,,,,,,,,
2093,1,svmLinear3,0.7621622873,7.94800561,,,,,,,,,,
768,1,svmLinear3,0.7621817392,7.83911051,,,,,,,,,,
3705,1,svmLinear3,0.7621849727,7.999584981,,,,,,,,,,
2748,1,svmLinear3,0.7622306198,8.05742172,,,,,,,,,,
1054,1,svmLinear3,0.7622314148,7.708202688,,,,,,,,,,
1532,1,svmLinear3,0.7622690893,7.73879084,,,,,,,,,,
846,1,svmLinear3,0.7623149288,8.202428728,,,,,,,,,,
2315,1,svmLinear3,0.7623401682,7.594850932,,,,,,,,,,
2090,1,svmLinear3,0.7623511903,8.213633831,,,,,,,,,,
1535,1,svmLinear3,0.7623782602,8.07765254,,,,,,,,,,
241,1,svmLinear3,0.7623917643,8.302283923,,,,,,,,,,
2930,1,svmLinear3,0.7623927698,7.614494028,,,,,,,,,,
153,1,svmLinear3,0.7623968877,8.033138781,,,,,,,,,,
1619,1,svmLinear3,0.762409703,8.116663024,,,,,,,,,,
1193,1,svmLinear3,0.7624158586,8.14227569,,,,,,,,,,
1469,1,svmLinear3,0.762441912,7.731054726,,,,,,,,,,
409,1,svmLinear3,0.7624750556,8.023422196,,,,,,,,,,
