Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
345,1,bagEarth,0.5465774096,11.00201242,,,,,,,,,,
1915,1,bagEarth,0.5463850343,10.88301887,,,,,,,,,,
1608,1,bagEarth,0.5463275651,10.96986782,,,,,,,,,,
1114,1,bagEarth,0.5461409652,11.4354209,,,,,,,,,,
2984,1,bagEarth,0.5461349543,11.97238196,,,,,,,,,,
3198,1,bagEarth,0.5460459024,11.66569588,,,,,,,,,,
842,1,bagEarth,0.5460429422,11.38260452,,,,,,,,,,
2861,1,bagEarth,0.5457758602,11.83760446,,,,,,,,,,
457,1,bagEarth,0.5457511804,11.51313201,,,,,,,,,,
662,1,bagEarth,0.545743939,11.26193071,,,,,,,,,,
1361,1,bagEarth,0.5454239085,11.48016715,,,,,,,,,,
2411,1,bagEarth,0.5452013108,11.3810243,,,,,,,,,,
3589,1,bagEarth,0.5451872739,11.14309458,,,,,,,,,,
1150,1,bagEarth,0.5450166938,11.50753452,,,,,,,,,,
3717,1,bagEarth,0.5449045197,11.98959445,,,,,,,,,,
907,1,bagEarth,0.5446146312,10.93633457,,,,,,,,,,
2945,1,bagEarth,0.5445899523,11.55469217,,,,,,,,,,
681,1,bagEarth,0.5445745189,11.36653324,,,,,,,,,,
800,1,bagEarth,0.5445458357,11.57689754,,,,,,,,,,
3055,1,bagEarth,0.5445039844,12.07443517,,,,,,,,,,
2858,1,bagEarth,0.5443832652,11.26430152,,,,,,,,,,
3783,1,bagEarth,0.5442842185,11.98337905,,,,,,,,,,
3277,1,bagEarth,0.5442483691,11.70613694,,,,,,,,,,
426,1,bagEarth,0.5441824558,11.46666616,,,,,,,,,,
3959,1,bagEarth,0.5438865417,11.37089976,,,,,,,,,,
3593,1,bagEarth,0.5438787958,11.0922824,,,,,,,,,,
3197,1,bagEarth,0.5438247266,12.01642335,,,,,,,,,,
1304,1,bagEarth,0.5438034065,11.4729923,,,,,,,,,,
2294,1,bagEarth,0.5437576971,11.62554309,,,,,,,,,,
3118,1,bagEarth,0.5434220932,11.29516461,,,,,,,,,,
3760,1,bagEarth,0.543321968,11.33610623,,,,,,,,,,
3128,1,bagEarth,0.5432801163,12.06500995,,,,,,,,,,
1754,1,bagEarth,0.5432657256,11.28912543,,,,,,,,,,
803,1,bagEarth,0.5430070356,11.43505919,,,,,,,,,,
948,1,bagEarth,0.5429012177,12.15720811,,,,,,,,,,
