"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
63,"avNNet",0.54259532391038,0.0278318871535946,0.0350878160329944,63,1,"full_before_split","split_separate"
64,"avNNet",0.560614655371801,0.0272483042815391,0.0341085612147315,64,1,"full_before_split","split_separate"
65,"avNNet",0.631994894842107,0.0247591103579754,0.0309985032074263,65,1,"full_before_split","split_separate"
66,"avNNet",0.509622429036824,0.028399415528331,0.034938286721282,66,1,"full_before_split","split_separate"
67,"avNNet",0.603694326727656,0.0251905528061501,0.0322344703775205,67,1,"full_before_split","split_separate"
68,"avNNet",0.610303980936268,0.0256902985167506,0.0327747296761703,68,1,"full_before_split","split_separate"
69,"avNNet",0.572810794256146,0.0262928041017443,0.0340149645257967,69,1,"full_before_split","split_separate"
70,"avNNet",0.563391293751853,0.0264976139898995,0.0353375417317399,70,1,"full_before_split","split_separate"
71,"avNNet",0.601841316743991,0.0265703094504973,0.0336663971763841,71,1,"full_before_split","split_separate"
72,"avNNet",0.67072895345904,0.0227956602559711,0.0287135334434406,72,1,"full_before_split","split_separate"
73,"avNNet",0.645812533370608,0.0293084970822791,0.0351797050366208,73,1,"full_before_split","split_separate"
74,"avNNet",0.553183327871574,0.0276441391546318,0.0344655646521493,74,1,"full_before_split","split_separate"
75,"avNNet",0.643748259263468,0.0243389461044739,0.0311146223300444,75,1,"full_before_split","split_separate"
76,"avNNet",0.643338988139748,0.0245657096945428,0.0309403907698323,76,1,"full_before_split","split_separate"
77,"avNNet",0.551763242846892,0.027278036327426,0.0354335292667815,77,1,"full_before_split","split_separate"
78,"avNNet",0.631659214345599,0.0267590636655787,0.0332051366088122,78,1,"full_before_split","split_separate"
79,"avNNet",0.561165924557568,0.0282935669297569,0.0357549060535134,79,1,"full_before_split","split_separate"
80,"avNNet",0.540421361010992,0.0281618662710705,0.0358601027170524,80,1,"full_before_split","split_separate"
81,"avNNet",0.479225039745278,0.0282841935870643,0.0359390905419867,81,1,"full_before_split","split_separate"
82,"avNNet",0.591937155825992,0.023353389926775,0.0305942911639602,82,1,"full_before_split","split_separate"
83,"avNNet",0.513449928031065,0.0303094781707719,0.0374410009750964,83,1,"full_before_split","split_separate"
84,"avNNet",0.608413938213663,0.0252269067247458,0.0313145697554473,84,1,"full_before_split","split_separate"
85,"avNNet",0.554815832666848,0.0260372407893302,0.0322807958177662,85,1,"full_before_split","split_separate"
86,"avNNet",0.640826469139015,0.0271805533686877,0.0332041768187549,86,1,"full_before_split","split_separate"
87,"avNNet",0.624409358762676,0.0245375257942164,0.0319797072954974,87,1,"full_before_split","split_separate"
88,"avNNet",0.624256640543211,0.0240288874541884,0.0299559496749878,88,1,"full_before_split","split_separate"
89,"avNNet",0.641684022780832,0.0267000395535928,0.032614587462098,89,1,"full_before_split","split_separate"
90,"avNNet",0.497784103301223,0.0276558469189813,0.0340593921079441,90,1,"full_before_split","split_separate"
91,"avNNet",0.50247761772213,0.0284505556296763,0.03584986656166,91,1,"full_before_split","split_separate"
92,"avNNet",0.597921628242419,0.0241092772341043,0.0303984674279859,92,1,"full_before_split","split_separate"
93,"avNNet",0.512452992778169,0.0285968653070901,0.0358859452888182,93,1,"full_before_split","split_separate"
94,"avNNet",0.54988608553418,0.0257300714955263,0.0339403048346173,94,1,"full_before_split","split_separate"
95,"avNNet",0.603938088313644,0.0243037015005423,0.0300308287032845,95,1,"full_before_split","split_separate"
96,"avNNet",0.568082968454468,0.0302825419480703,0.0381260320608922,96,1,"full_before_split","split_separate"
97,"avNNet",0.492150192333989,0.0275831756087423,0.0346035695936593,97,1,"full_before_split","split_separate"
98,"avNNet",0.614446520326217,0.0265487537301021,0.0326407790279346,98,1,"full_before_split","split_separate"
99,"avNNet",0.560936433904619,0.0274558190435098,0.034936436979534,99,1,"full_before_split","split_separate"
100,"avNNet",0.594739641101698,0.0259370936251303,0.0319419473019089,100,1,"full_before_split","split_separate"
101,"avNNet",0.5587823185539,0.0276874753113645,0.0362043982329433,101,1,"full_before_split","split_separate"
102,"avNNet",0.457905620780855,0.0292941528442785,0.0365883797855306,102,1,"full_before_split","split_separate"
103,"avNNet",0.581151901703146,0.0264790928115849,0.0326486624295184,103,1,"full_before_split","split_separate"
104,"avNNet",0.596629413023189,0.0251812440321549,0.031819194856991,104,1,"full_before_split","split_separate"
105,"avNNet",0.571678953104424,0.0267626166584308,0.0343011809264511,105,1,"full_before_split","split_separate"
106,"avNNet",0.562290756843477,0.0266243912991961,0.0335064191514211,106,1,"full_before_split","split_separate"
107,"avNNet",0.575204611400293,0.0256166507340925,0.0325388473875557,107,1,"full_before_split","split_separate"
108,"avNNet",0.549132934260182,0.0279701610776409,0.0354370652198242,108,1,"full_before_split","split_separate"
109,"avNNet",0.481197146946956,0.0307561211600215,0.0377906869804553,109,1,"full_before_split","split_separate"
110,"avNNet",0.590614876641269,0.0258966775959981,0.0322975000083647,110,1,"full_before_split","split_separate"
111,"avNNet",0.484787325095994,0.029820812968171,0.0391566755399705,111,1,"full_before_split","split_separate"
112,"avNNet",0.597461388675675,0.0250843522059425,0.0322395918882631,112,1,"full_before_split","split_separate"
113,"avNNet",0.621571800069196,0.0258105797156776,0.0321136506201613,113,1,"full_before_split","split_separate"
114,"avNNet",0.582866284892733,0.026374814845526,0.0339211350464996,114,1,"full_before_split","split_separate"
115,"avNNet",0.567074422006062,0.0255584711234185,0.0331289443131092,115,1,"full_before_split","split_separate"
116,"avNNet",0.580271248712626,0.0262484594718142,0.0322000685324609,116,1,"full_before_split","split_separate"
117,"avNNet",0.589072141033773,0.0256761709368524,0.0315244841684041,117,1,"full_before_split","split_separate"
118,"avNNet",0.519122389364767,0.0275575357362802,0.0359383885837337,118,1,"full_before_split","split_separate"
119,"avNNet",0.553009258656102,0.0269698719176044,0.0337135925404279,119,1,"full_before_split","split_separate"
120,"avNNet",0.466291022269547,0.0278179351047895,0.0356339817768083,120,1,"full_before_split","split_separate"
121,"avNNet",0.585905585528673,0.0255164001730613,0.0322199469551873,121,1,"full_before_split","split_separate"
122,"avNNet",0.568859648912621,0.0269146532342444,0.0344937910295602,122,1,"full_before_split","split_separate"
123,"avNNet",0.563130526974603,0.028629017462877,0.035922505239917,123,1,"full_before_split","split_separate"
124,"avNNet",0.608459183470612,0.0249777552030911,0.0311165325584086,124,1,"full_before_split","split_separate"
125,"avNNet",0.558145827641783,0.027106287495251,0.0352649414962218,125,1,"full_before_split","split_separate"
126,"avNNet",0.55906122963416,0.0248463217497456,0.0322836894256416,126,1,"full_before_split","split_separate"
127,"avNNet",0.428539303592141,0.0274829745714455,0.0337506479938456,127,1,"full_before_split","split_separate"
128,"avNNet",0.538018894155887,0.0301999481486241,0.0370016142426277,128,1,"full_before_split","split_separate"
129,"avNNet",0.549066334924892,0.0285860904081304,0.0360531783687828,129,1,"full_before_split","split_separate"
130,"avNNet",0.572805104182073,0.0286698899109907,0.0351003514531804,130,1,"full_before_split","split_separate"
131,"avNNet",0.493428654262637,0.0285216330093064,0.0352888593778154,131,1,"full_before_split","split_separate"
132,"avNNet",0.547368785153697,0.028018720610923,0.0344658820438778,132,1,"full_before_split","split_separate"
133,"avNNet",0.493461000103699,0.0287096052490636,0.0359461950628707,133,1,"full_before_split","split_separate"
134,"avNNet",0.544286492813128,0.027097240147795,0.0352087663098364,134,1,"full_before_split","split_separate"
135,"avNNet",0.652975365888597,0.0244913190381546,0.0304055573537667,135,1,"full_before_split","split_separate"
136,"avNNet",0.549151970556009,0.0273096061842285,0.0343509300803995,136,1,"full_before_split","split_separate"
137,"avNNet",0.599477505880858,0.0254603596024403,0.0315190663114809,137,1,"full_before_split","split_separate"
138,"avNNet",0.661012774237026,0.0241601446503831,0.0313162355594645,138,1,"full_before_split","split_separate"
139,"avNNet",0.495558167551622,0.0291834031518474,0.0360204943124103,139,1,"full_before_split","split_separate"
140,"avNNet",0.465452819377528,0.0297255886723476,0.036877689575529,140,1,"full_before_split","split_separate"
